,2022,2021,2020,2019,2018,ticker
Current ratio,0.942,0.885,0.909,0.944,1.028,CVS
Quick ratio,0.617,0.545,0.526,0.519,0.550,CVS
Cash ratio,0.186,0.139,0.127,0.107,0.092,CVS
Days of sales outstanding,30.874,30.527,29.534,27.885,33.073,CVS
Days of inventory outstanding,25.983,27.003,30.734,30.265,36.827,CVS
Operating cycle,56.856,57.530,60.268,58.150,69.900,CVS
Days of payables outstanding,20.195,19.072,18.508,18.128,19.980,CVS
Cash conversion cycle,36.661,38.458,41.760,40.021,49.919,CVS
Gross profit margin,0.168,0.178,0.183,0.177,0.162,CVS
Operating profit margin,0.050,0.045,0.052,0.047,0.021,CVS
Pretax profit margin,0.017,0.036,0.036,0.035,0.007,CVS
Net profit margin,0.013,0.027,0.027,0.026,-0.003,CVS
Effective tax rate,0.260,0.242,0.263,0.263,1.424,CVS
Return on assets,0.018,0.034,0.031,0.030,-0.003,CVS
Return on equity,0.058,0.105,0.103,0.104,-0.010,CVS
Return on capital employed,0.103,0.080,0.082,0.071,0.026,CVS
Net income per EBT,0.737,0.759,0.735,0.737,-0.422,CVS
Ebt per ebit,0.346,0.790,0.702,0.751,0.350,CVS
Ebit per revenue,0.050,0.045,0.052,0.047,0.021,CVS
Debt ratio,0.688,0.676,0.698,0.712,0.702,CVS
Debt equity ratio,0.996,1.012,1.226,1.394,1.261,CVS
Long term debt to capitalization,0.486,0.483,0.529,0.567,0.551,CVS
Total debt to capitalization,0.499,0.503,0.551,0.582,0.558,CVS
Interest coverage,7.106,5.271,4.785,3.950,1.535,CVS
Cash flow to debt ratio,0.229,0.240,0.187,0.144,0.121,CVS
Company equity multiplier,3.214,3.104,3.325,3.483,3.374,CVS
Receivables turnover,11.822,11.957,12.359,13.089,11.036,CVS
Payables turnover,18.073,19.138,19.722,20.134,18.268,CVS
Inventory turnover,14.048,13.517,11.876,12.060,9.911,CVS
Fixed asset turnover,10.488,9.123,8.061,7.804,17.145,CVS
Asset turnover,1.413,1.254,1.165,1.154,0.990,CVS
Operating cash flow per share,12.330,13.848,12.120,9.875,8.491,CVS
Free cash flow per share,10.252,11.937,10.258,7.987,6.540,CVS
Cash per share,11.984,9.496,8.292,6.192,6.304,CVS
Payout ratio,0.701,0.332,0.366,0.392,-3.431,CVS
Operating cash flow sales ratio,0.050,0.063,0.059,0.050,0.046,CVS
Free cash flow operating cash flow ratio,0.831,0.862,0.846,0.809,0.770,CVS
Cash flow coverage ratios,0.229,0.240,0.187,0.144,0.121,CVS
Short term coverage ratios,4.681,3.122,2.241,2.389,4.466,CVS
Capital expenditure coverage ratio,-5.932,-7.248,-6.510,-5.229,-4.352,CVS
Dividend paid and capex coverage ratio,89.872,173.952,84.840,88,8.865 K,CVS
Dividend payout ratio,0.701,0.332,0.366,0.392,-3.431,CVS
Price book value ratio,1.722,1.812,1.288,1.513,1.175,CVS
Price to book ratio,1.722,1.812,1.288,1.513,1.175,CVS
Price to sales ratio,0.379,0.466,0.333,0.376,0.352,CVS
Price earnings ratio,29.469,17.202,12.454,14.569,-115.156,CVS
Price to free cash flows ratio,9.090,8.642,6.658,9.301,10.018,CVS
Price to operating cash flows ratio,7.558,7.450,5.635,7.523,7.716,CVS
Price cash flow ratio,7.558,7.450,5.635,7.523,7.716,CVS
Price earnings to growth ratio,-0.623,1.813,1.671,0.015,1.058,CVS
Price sales ratio,0.379,0.466,0.333,0.376,0.352,CVS
Dividend yield,0.024,0.019,0.029,0.027,0.030,CVS
Enterprise value multiple,8.784,10.300,8.977,10.919,20.426,CVS
Price fair value,1.722,1.812,1.288,1.513,1.175,CVS
