,headline,final_score,datetime
0,"Pinnacle West (PNW) Q1 Earnings Lag Estimates, Revenues Rise Y/Y",60,2023-05-04 09:35:04
1,"NRG Energy (NRG) Q1 Earnings Lag Estimates, Revenues Fall Y/Y",60,2023-05-04 09:16:04
2,BMO Capital Sticks to Their Buy Rating for Nisource (NI),86,2023-05-03 23:35:00
3,Q1 2023 NiSource Inc Earnings Call,90,2023-05-03 21:15:53
4,"NiSource (NI) Q1 Earnings In Line With Estimates, Sales Beat",86,2023-05-03 10:24:05
5,NiSource Inc. 2023 Q1 - Results - Earnings Call Presentation,90,2023-05-03 08:22:33
6,NiSource Inc. (NI) Q1 2023 Earnings Call Transcript,90,2023-05-03 08:22:09
7,NiSource (NI) Q1 Earnings Match Estimates,86,2023-05-03 07:05:02
9,NiSource beats quarterly profit estimates on strong natgas demand,86,2023-05-03 04:45:08
10,NiSource announces first quarter 2023 results,86,2023-05-03 03:30:00
11,NiSource: Q1 Earnings Snapshot,86,2023-05-03 01:56:00
12,"NiSource reports Q1 EPS 77c, consensus 75c",86,2023-05-02 22:43:00
13,NiSource Non-GAAP EPS of $0.77 beats by $0.02,86,2023-05-02 22:40:00
14,"NiSource still sees 2023 non-GAAP EPS $1.54-$1.60, consensus $1.55",86,2023-05-02 22:25:00
15,"NiSource reports Q1 non-GAAP EPS 77c, consensus 75c",86,2023-05-02 22:24:00
16,"Utilities Earnings Lined Up for May 3: ES, EXC, NI, ATO",60,2023-05-02 07:19:02
18,NiSource Q1 2023 Earnings Preview,86,2023-05-01 18:40:00
19,"The Zacks Analyst Blog Highlights Runway Growth Finance, Cisco Systems, Kimberly Clark, NiSource and Omnicom",57,2023-04-28 02:00:09
21,NiSource (NI) to Report Q1 Earnings: Here's What to Expect,86,2023-04-27 08:32:03
22,"Southern (SO) Beats on Q1 Earnings, Retains Vogtle Timelines",60,2023-04-27 07:16:02
23,MGE (MGEE) to Report Q1 Results: Wall Street Expects Earnings Growth,60,2023-04-27 07:03:02
25,"NiSource: Strong Balance Sheet, Cash Flow Stability, Valuation Make It A Buy",86,2023-04-26 10:52:17
26,NiSource (NI) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,86,2023-04-26 07:02:02
27,"Ex-Dividend Reminder: NiSource, Alliant Energy and AGNC Investment",86,2023-04-25 03:07:00
32,Here's Why We Think NiSource (NYSE:NI) Is Well Worth Watching,86,2023-04-19 03:42:16
33,NI or WEC: Which Is the Better Value Stock Right Now?,60,2023-04-18 08:40:03
35,NiSource releases 2022 Integrated Annual Report,86,2023-04-13 03:30:00
37,NiSource to release financial results and host conference call on May 3,86,2023-04-12 03:30:00
39,NiSource Joins NAESAD To Secure Critical Infrastructure Software,86,2023-04-11 06:56:00
41,NiSource Issues Annual Safety Report,86,2023-04-06 03:30:00
42,NiSource (NYSE:NI) Has Announced That It Will Be Increasing Its Dividend To $0.25,86,2023-04-05 03:12:05
43,"NiSource (NYSE:NI) jumps 4.5% this week, though earnings growth is still tracking behind three-year shareholder returns",60,2023-04-01 06:40:32
44,NI vs. WEC: Which Stock Is the Better Value Option?,60,2023-03-31 08:40:03
45,California Water (CWT) Investments to Aid as Infrastructure Ages,60,2023-03-31 08:10:03
46,Nisource (NI) Receives a Buy from J.P. Morgan,86,2023-03-31 00:17:00
49,NiSource Closes on Bond Offering,86,2023-03-24 13:14:00
50,Why Is NiSource (NI) Down 6.9% Since Last Earnings Report?,86,2023-03-24 08:30:03
52,"NiSource Inc. Achieves #2 Analyst Rank, Surpassing Fox Corp",90,2023-03-23 04:09:00
53,Video: S&P 500 Analyst Moves: NI,60,2023-03-23 04:09:00
55,NI`s Strong Dividend History Helps Get It To The Top 10,60,2023-03-21 23:30:00
59,NiSource (NI) Declares $0.25 Dividend,86,2023-03-16 13:12:57
61,NiSource announces leadership changes and additions,86,2023-03-15 05:30:00
62,NiSource Names New Finance Chief in Management Realignment >NI,86,2023-03-15 01:50:00
63,NiSource names new finance chief,86,2023-03-15 01:05:00
64,NiSource announces leadership team changes and appointments,86,2023-03-15 00:35:00
65,NiSource declares common and preferred stock dividends,86,2023-03-14 14:11:00
66,"NiSource (NI) to Gain From Investments, Renewable Projects",86,2023-03-14 11:55:06
67,NiSource declares $0.25 dividend,86,2023-03-13 21:23:00
68,Brent Archer to retire from NiSource,86,2023-03-10 05:00:00
71,NiSource appoints new COO,86,2023-03-09 23:13:00
72,"RGC Resources: Underfollowed, With A Nice Dividend But A High Price",64,2023-03-09 06:15:12
74,Here's Why You Should Add NiSource (NI) to Your Portfolio,86,2023-03-06 09:15:05
75,Why Southern (SO) Has Stumbled Since Q4 Earnings Beat,57,2023-03-06 04:19:12
