,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PX,20.021,40.916,11.773,18.71
Total cash(figures in $M),PX,20.021,40.916,11.773,18.71
Net receivables(figures in $M),PX,16.551,2.087,2.494,0.704
Total current assets(figures in $M),PX,86.812,61.245,17.944,22.071
"Gross property, plant and equipment(figures in $M)",PX,20.952,16.241,7.816,5.862
Accumulated depreciation(figures in $M),PX,-2.151,-0.471,-0.201,-0.105
"Net property, plant and equipment(figures in $M)",PX,18.801,15.77,7.615,5.757
Equity and other investments(figures in $M),PX,2.321,1.803,2.158,0.0
Goodwill(figures in $M),PX,506.638,418.701,369.982,97.323
Intangible assets(figures in $M),PX,151.795,128.788,143.738,54.814
Other long-term assets(figures in $M),PX,18.718,4.759,3.368,1.132
Total non-current assets(figures in $M),PX,739.548,614.972,564.482,180.733
Total assets(figures in $M),PX,826.36,676.217,582.426,202.804
Current debt(figures in $M),PX,0.0,-0.008,258.196,104.963
Accounts payable(figures in $M),PX,2.578,0.401,1.103,0.106
Accrued liabilities(figures in $M),PX,22.357,12.474,12.505,6.277
Deferred revenues(figures in $M),PX,12.651,12.953,10.347,7.706
Other current liabilities(figures in $M),PX,0.0,1.808,0.254,0.25
Total current liabilities(figures in $M),PX,39.743,28.078,284.351,119.052
Long-term debt(figures in $M),PX,289.224,212.504,31.859,40.883
Other long-term liabilities(figures in $M),PX,26.052,24.771,0.254,0.25
Total non-current liabilities(figures in $M),PX,352.734,252.975,238.234,47.711
Total liabilities(figures in $M),PX,392.477,281.053,522.585,166.763
Common stock(figures in $M),PX,0.115,0.117,0.089,0.089
Retained earnings(figures in $M),PX,-225.879,-255.085,-264.259,-287.345
Total stockholders' equity(figures in $M),PX,393.138,395.164,59.841,36.041
Total liabilities and stockholders' equity(figures in $M),PX,826.36,676.217,582.426,202.804
