,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PX,198.36,198.36,150.534,67.368,44.902
Selling general and administrative(figures in $M),PX,125.675,125.675,76.133,43.213,21.539
Total operating expenses(figures in $M),PX,152.542,152.542,106.564,58.679,32.091
Operating income or loss(figures in $M),PX,45.818,45.818,43.97,8.689,12.811
Interest expense(figures in $M),PX,9.505,9.505,22.185,11.72,11.372
Total other income/expenses net(figures in $M),PX,-0.85,-0.85,-18.088,,
Income before tax(figures in $M),PX,35.463,35.463,3.697,-3.031,1.439
Income tax expense(figures in $M),PX,6.064,6.064,-7.07,-26.837,-10.502
Income from continuing operations(figures in $M),PX,29.399,29.399,10.767,23.806,11.941
Net income(figures in $M),PX,29.206,29.206,10.767,23.806,11.941
Net income available to common shareholders(figures in $M),PX,29.206,29.206,9.174,23.086,11.941
Basic EPS(figures in $M),PX,,2.5e-07,1.3e-07,2.0000000000000002e-07,1.0000000000000001e-07
Diluted EPS(figures in $M),PX,,2.4e-07,8e-08,2.0000000000000002e-07,1.0000000000000001e-07
Basic average shares(figures in $M),PX,,116.751,72.66,117.156,117.156
Diluted average shares(figures in $M),PX,,121.655,112.332,117.156,117.156
EBITDA(figures in $M),PX,,72.32,56.585,24.26,23.393
