,2018,2017,2016,2015,2014,ticker
Current ratio,1.751,1.857,2.023,1.900,2.675,BMS
Quick ratio,0.746,0.780,0.931,0.867,1.274,BMS
Cash ratio,0.109,0.107,0.129,0.100,0.098,BMS
Days of sales outstanding,39.562,40.476,42.102,40.459,47.571,BMS
Days of inventory outstanding,68.838,69.418,63.900,60.023,60.317,BMS
Operating cycle,108.399,109.895,106.002,100.482,107.888,BMS
Days of payables outstanding,57.326,53.412,43.965,38.212,28.535,BMS
Cash conversion cycle,51.074,56.482,62.037,62.270,79.353,BMS
Gross profit margin,0.197,0.194,0.216,0.215,0.198,BMS
Operating profit margin,0.084,0.029,0.102,0.101,0.094,BMS
Pretax profit margin,0.066,0.013,0.088,0.089,0.084,BMS
Net profit margin,0.053,0.023,0.059,0.059,0.044,BMS
Effective tax rate,0.203,-0.784,0.327,0.335,0.343,BMS
Return on assets,0.061,0.025,0.064,0.069,0.053,BMS
Return on equity,0.179,0.078,0.188,0.198,0.133,BMS
Return on capital employed,0.120,0.038,0.130,0.141,0.130,BMS
Net income per EBT,0.797,1.784,0.673,0.658,0.525,BMS
Ebt per ebit,0.787,0.455,0.857,0.888,0.892,BMS
Ebit per revenue,0.084,0.029,0.102,0.101,0.094,BMS
Debt ratio,0.661,0.675,0.661,0.654,0.604,BMS
Debt equity ratio,1.949,2.080,1.950,1.890,1.523,BMS
Long term debt to capitalization,0.528,0.562,0.548,0.529,0.479,BMS
Total debt to capitalization,0.530,0.566,0.551,0.535,0.485,BMS
Interest coverage,4.516,1.758,6.799,7.923,6.706,BMS
Cash flow to debt ratio,0.339,0.242,0.283,0.398,0.184,BMS
Company equity multiplier,2.949,3.080,2.950,2.890,2.523,BMS
Receivables turnover,9.226,9.018,8.669,9.021,7.673,BMS
Payables turnover,6.367,6.834,8.302,9.552,12.791,BMS
Inventory turnover,5.302,5.258,5.712,6.081,6.051,BMS
Fixed asset turnover,3.271,3.070,3.119,3.375,3.800,BMS
Asset turnover,1.150,1.094,1.078,1.167,1.201,BMS
Operating cash flow per share,5.071,4.142,4.638,5.713,2.476,BMS
Free cash flow per share,3.495,2.082,2.429,3.444,0.628,BMS
Cash per share,0.836,0.777,0.787,0.612,0.470,BMS
Payout ratio,0.528,1.183,0.482,0.458,0.567,BMS
Operating cash flow sales ratio,0.113,0.094,0.109,0.136,0.057,BMS
Free cash flow operating cash flow ratio,0.689,0.503,0.524,0.603,0.254,BMS
Cash flow coverage ratios,0.339,0.242,0.283,0.398,0.184,BMS
Short term coverage ratios,38.458,18.048,25.283,15.605,7.927,BMS
Capital expenditure coverage ratio,-3.216,-2.011,-2.100,-2.518,-1.340,BMS
Dividend paid and capex coverage ratio,-15.539,-4.903,-4.633,-5.036,-3.230,BMS
Dividend payout ratio,0.528,1.183,0.482,0.458,0.567,BMS
Price book value ratio,3.464,3.640,3.580,3.579,3.161,BMS
Price to book ratio,3.464,3.640,3.580,3.579,3.161,BMS
Price to sales ratio,1.021,1.081,1.126,1.061,1.043,BMS
Price earnings ratio,19.373,46.519,19.092,18.059,23.705,BMS
Price to free cash flows ratio,13.135,22.954,19.683,12.978,72.020,BMS
Price to operating cash flows ratio,9.051,11.538,10.310,7.823,18.259,BMS
Price cash flow ratio,9.051,11.538,10.310,7.823,18.259,BMS
Price earnings to growth ratio,0.149,-0.789,11.789,0.616,-3.255,BMS
Price sales ratio,1.021,1.081,1.126,1.061,1.043,BMS
Dividend yield,0.027,0.025,0.025,0.025,0.024,BMS
Enterprise value multiple,10.623,20.344,10.433,9.896,10.465,BMS
Price fair value,3.464,3.640,3.580,3.579,3.161,BMS
