,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),HOG,5755.13,5755.13,5336.308,4054.377,5361.789
Cost of revenue(figures in $M),HOG,3621.381,3403.728,3624.541,3030.267,3752.921
Gross profit(figures in $M),HOG,2133.749,2351.402,1711.767,1024.11,1608.868
Selling general and administrative(figures in $M),HOG,1079.882,939.549,885.587,895.321,1020.907
Total operating expenses(figures in $M),HOG,1225.015,1442.668,885.587,895.321,1020.907
Operating income or loss(figures in $M),HOG,908.734,908.734,826.18,128.789,587.961
Interest expense(figures in $M),HOG,31.235,31.235,30.972,31.121,31.078
Total other income/expenses net(figures in $M),HOG,53.734,22.499,-6.943,-144.519,0.532
Income before tax(figures in $M),HOG,931.233,931.233,819.237,-15.73,557.415
Income tax expense(figures in $M),HOG,192.019,192.019,169.213,-17.028,133.78
Income from continuing operations(figures in $M),HOG,739.214,739.214,650.024,1.298,423.635
Net income(figures in $M),HOG,741.408,741.408,650.024,1.298,423.635
Net income available to common shareholders(figures in $M),HOG,741.408,741.408,650.024,1.298,423.635
Basic EPS(figures in $M),HOG,,,4.23e-06,1e-08,2.7e-06
Diluted EPS(figures in $M),HOG,,,4.1900000000000005e-06,1e-08,2.68e-06
Basic average shares(figures in $M),HOG,,,153.747,153.186,157.054
Diluted average shares(figures in $M),HOG,,,154.98,153.908,157.804
EBITDA(figures in $M),HOG,,908.734,826.18,128.789,588.493
