,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),HOG,1433.175,1874.745,3257.203,833.868
Other short-term investments(figures in $M),HOG,0.0,0.0,0.0,0.0
Total cash(figures in $M),HOG,1433.175,1874.745,3257.203,833.868
Net receivables(figures in $M),HOG,2034.856,1647.692,1652.621,2531.856
Inventory(figures in $M),HOG,950.96,712.942,523.497,603.571
Other current assets(figures in $M),HOG,196.238,185.777,280.47,168.974
Total current assets(figures in $M),HOG,4750.653,4550.091,5845.433,4202.823
"Gross property, plant and equipment(figures in $M)",HOG,2928.879,3004.616,3068.727,3153.959
Accumulated depreciation(figures in $M),HOG,-2195.062,-2271.007,-2279.74,-2244.959
"Net property, plant and equipment(figures in $M)",HOG,733.817,733.609,788.987,909.0
Goodwill(figures in $M),HOG,62.09,63.177,65.976,64.16
Intangible assets(figures in $M),HOG,6.392,7.514,9.629,10.597
Other long-term assets(figures in $M),HOG,1386.016,1394.587,1231.699,1223.492
Total non-current assets(figures in $M),HOG,6741.823,6500.964,6165.168,6325.336
Total assets(figures in $M),HOG,11492.476,11051.055,12010.601,10528.159
Current debt(figures in $M),HOG,2455.25,2293.782,3053.871,2320.104
Accounts payable(figures in $M),HOG,378.002,374.978,290.904,294.38
Accrued liabilities(figures in $M),HOG,509.37,526.684,466.454,518.603
Deferred revenues(figures in $M),HOG,17.615,72.146,79.965,0.0
Other current liabilities(figures in $M),HOG,79.71,72.146,79.965,13.934
Total current liabilities(figures in $M),HOG,3533.907,3342.887,3981.954,3196.772
Long-term debt(figures in $M),HOG,4457.052,4595.617,5932.933,5124.826
Deferred tax liabilities(figures in $M),HOG,29.528,9.261,8.607,8.135
Other long-term liabilities(figures in $M),HOG,594.709,559.307,372.929,273.911
Total non-current liabilities(figures in $M),HOG,5051.761,5154.924,6305.862,5527.388
Total liabilities(figures in $M),HOG,8585.668,8497.811,10287.816,8724.16
Common stock(figures in $M),HOG,1.704,1.694,1.685,1.828
Retained earnings(figures in $M),HOG,2490.649,1842.421,1284.823,2193.997
Accumulated other comprehensive income(figures in $M),HOG,-341.929,-240.919,-483.417,-536.949
Total stockholders' equity(figures in $M),HOG,2906.808,2553.244,1722.785,1803.999
Total liabilities and stockholders' equity(figures in $M),HOG,11492.476,11051.055,12010.601,10528.159
