,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),DVA,11609.894,11609.894,11618.797,11550.604,11388.479
Cost of revenue(figures in $M),DVA,8209.553,8209.553,7972.414,7988.613,7914.485
Gross profit(figures in $M),DVA,3400.341,3400.341,3646.383,3561.991,3473.994
Selling general and administrative(figures in $M),DVA,1355.197,1355.197,1195.335,1247.584,1103.312
Total operating expenses(figures in $M),DVA,2087.799,2087.799,1875.95,1878.019,1718.464
Operating income or loss(figures in $M),DVA,1312.542,1312.542,1770.433,1683.972,1755.53
Interest expense(figures in $M),DVA,357.019,357.019,285.254,304.111,443.824
Total other income/expenses net(figures in $M),DVA,10.755,10.755,33.315,-61.599,-116.267
Income before tax(figures in $M),DVA,966.278,966.278,1518.494,1318.262,1195.439
Income tax expense(figures in $M),DVA,198.087,198.087,306.732,313.932,279.628
Income from continuing operations(figures in $M),DVA,768.191,768.191,1211.762,1004.33,915.811
Net income(figures in $M),DVA,560.4,560.4,978.45,773.642,810.981
Net income available to common shareholders(figures in $M),DVA,560.4,560.4,978.45,773.642,810.981
Basic EPS(figures in $M),DVA,,6.03e-06,9.3e-06,6.46e-06,5.29e-06
Diluted EPS(figures in $M),DVA,,5.85e-06,8.900000000000001e-06,6.31e-06,5.2699999999999995e-06
Basic average shares(figures in $M),DVA,,92.992,105.23,119.797,153.181
Diluted average shares(figures in $M),DVA,,95.834,109.948,122.623,153.812
EBITDA(figures in $M),DVA,,2055.899,2484.363,2252.808,2254.415
