,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),V,30187.0,29310.0,24105.0,21846.0,22977.0
Cost of revenue(figures in $M),V,5933.0,5733.0,4970.0,4512.0,4165.0
Gross profit(figures in $M),V,24254.0,23577.0,19135.0,17334.0,18812.0
Selling general and administrative(figures in $M),V,3176.0,3035.0,2524.0,2475.0,2755.0
Total operating expenses(figures in $M),V,4066.0,3896.0,3328.0,3242.0,3411.0
Operating income or loss(figures in $M),V,20188.0,19681.0,15807.0,14092.0,15401.0
Interest expense(figures in $M),V,541.0,538.0,513.0,516.0,533.0
Total other income/expenses net(figures in $M),V,-1431.0,-1007.0,769.0,214.0,16.0
Income before tax(figures in $M),V,18216.0,18136.0,16063.0,13790.0,14884.0
Income tax expense(figures in $M),V,3039.0,3179.0,3752.0,2924.0,2804.0
Income from continuing operations(figures in $M),V,15177.0,14957.0,12311.0,10866.0,12080.0
Net income(figures in $M),V,15177.0,14957.0,12311.0,10866.0,12080.0
Net income available to common shareholders(figures in $M),V,15177.0,14957.0,12311.0,10866.0,12080.0
Basic EPS(figures in $M),V,,7.01e-06,5.63e-06,4.9000000000000005e-06,5.32e-06
Diluted EPS(figures in $M),V,,7e-06,5.63e-06,4.89e-06,5.32e-06
Basic average shares(figures in $M),V,,2088.0,2131.0,2139.0,2189.301
Diluted average shares(figures in $M),V,,2136.0,2188.0,2223.0,2272.0
EBITDA(figures in $M),V,,19535.0,17380.0,15073.0,16073.0
