,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),X,21065.0,21065.0,20275.0,9741.0,12937.0
Cost of revenue(figures in $M),X,16777.0,16777.0,14533.0,9558.0,12082.0
Gross profit(figures in $M),X,4288.0,4288.0,5742.0,183.0,855.0
Selling general and administrative(figures in $M),X,422.0,422.0,426.0,274.0,289.0
Total operating expenses(figures in $M),X,1178.0,1178.0,1189.0,917.0,890.0
Operating income or loss(figures in $M),X,3110.0,3110.0,4553.0,-734.0,-35.0
Interest expense(figures in $M),X,159.0,159.0,313.0,232.0,142.0
Total other income/expenses net(figures in $M),X,285.0,50.0,393.0,-341.0,-195.0
Income before tax(figures in $M),X,3259.0,3259.0,4344.0,-1307.0,-452.0
Income tax expense(figures in $M),X,735.0,735.0,170.0,-142.0,190.0
Income from continuing operations(figures in $M),X,2524.0,2524.0,4174.0,-1165.0,-642.0
Net income(figures in $M),X,2524.0,2524.0,4174.0,-1165.0,-642.0
Net income available to common shareholders(figures in $M),X,2524.0,2524.0,4174.0,-1165.0,-642.0
Basic EPS(figures in $M),X,,1.022e-05,1.577e-05,-5.92e-06,-3.67e-06
Diluted EPS(figures in $M),X,,9.16e-06,1.4880000000000002e-05,-5.92e-06,-3.67e-06
Basic average shares(figures in $M),X,,246.986,264.667,196.721,171.418
Diluted average shares(figures in $M),X,,276.963,280.444,196.721,171.418
EBITDA(figures in $M),X,,3901.0,5344.0,-432.0,581.0
