,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),X,3504.0,2522.0,1985.0,749.0
Total cash(figures in $M),X,3504.0,2522.0,1985.0,749.0
Net receivables(figures in $M),X,1635.0,2089.0,994.0,1177.0
Inventory(figures in $M),X,2359.0,2210.0,1402.0,1785.0
Other current assets(figures in $M),X,368.0,331.0,51.0,102.0
Total current assets(figures in $M),X,7866.0,7152.0,4432.0,3813.0
"Gross property, plant and equipment(figures in $M)",X,8638.0,7439.0,5658.0,5677.0
Accumulated depreciation(figures in $M),X,-12730.0,-12422.0,-12260.0,-11630.0
"Net property, plant and equipment(figures in $M)",X,8638.0,7439.0,5658.0,5677.0
Equity and other investments(figures in $M),X,840.0,694.0,1177.0,1466.0
Goodwill(figures in $M),X,920.0,920.0,0.0,0.0
Intangible assets(figures in $M),X,478.0,519.0,129.0,150.0
Other long-term assets(figures in $M),X,716.0,1092.0,641.0,530.0
Total non-current assets(figures in $M),X,11592.0,10664.0,7627.0,7830.0
Total assets(figures in $M),X,19458.0,17816.0,12059.0,11643.0
Current debt(figures in $M),X,63.0,28.0,192.0,14.0
Accounts payable(figures in $M),X,3016.0,2908.0,1884.0,2054.0
Accrued liabilities(figures in $M),X,67.0,68.0,59.0,45.0
Other current liabilities(figures in $M),X,387.0,491.0,272.0,221.0
Total current liabilities(figures in $M),X,3959.0,3852.0,2656.0,2672.0
Long-term debt(figures in $M),X,3914.0,3863.0,4695.0,3627.0
Deferred tax liabilities(figures in $M),X,456.0,122.0,11.0,4.0
Deferred revenues(figures in $M),X,504.0,505.0,333.0,550.0
Other long-term liabilities(figures in $M),X,960.0,627.0,344.0,554.0
Total non-current liabilities(figures in $M),X,5188.0,4861.0,5524.0,4890.0
Total liabilities(figures in $M),X,9147.0,8713.0,8180.0,7562.0
Common stock(figures in $M),X,283.0,280.0,229.0,179.0
Retained earnings(figures in $M),X,6030.0,3534.0,-623.0,544.0
Accumulated other comprehensive income(figures in $M),X,-85.0,331.0,-47.0,-478.0
Total stockholders' equity(figures in $M),X,10218.0,9010.0,3786.0,4080.0
Total liabilities and stockholders' equity(figures in $M),X,19458.0,17816.0,12059.0,11643.0
