,2022,2021,2020,2019,2018,ticker
Current ratio,1.987,1.857,1.669,1.427,1.511,X
Quick ratio,1.298,1.197,1.122,0.721,0.832,X
Cash ratio,0.885,0.655,0.747,0.280,0.313,X
Days of sales outstanding,28.330,37.607,37.246,33.207,42.709,X
Days of inventory outstanding,51.322,55.505,53.539,53.925,62.054,X
Operating cycle,79.653,93.112,90.785,87.133,104.764,X
Days of payables outstanding,65.616,73.035,71.946,62.052,75.195,X
Cash conversion cycle,14.036,20.077,18.839,25.081,29.569,X
Gross profit margin,0.204,0.283,0.019,0.066,0.132,X
Operating profit margin,0.157,0.219,-0.084,0.018,0.072,X
Pretax profit margin,0.155,0.214,-0.134,-0.035,0.057,X
Net profit margin,0.120,0.206,-0.120,-0.050,0.079,X
Effective tax rate,0.226,0.039,0.109,-0.420,-0.373,X
Return on assets,0.130,0.234,-0.097,-0.055,0.102,X
Return on equity,0.247,0.463,-0.308,-0.157,0.265,X
Return on capital employed,0.213,0.318,-0.088,0.027,0.131,X
Net income per EBT,0.774,0.961,0.891,1.420,1.373,X
Ebt per ebit,0.985,0.978,1.588,-1.891,0.797,X
Ebit per revenue,0.157,0.219,-0.084,0.018,0.072,X
Debt ratio,0.470,0.489,0.678,0.649,0.617,X
Debt equity ratio,0.399,0.447,1.334,0.936,0.567,X
Long term debt to capitalization,0.282,0.307,0.562,0.482,0.355,X
Total debt to capitalization,0.285,0.309,0.572,0.483,0.362,X
Interest coverage,20.811,14.188,-3.547,1.683,6.065,X
Cash flow to debt ratio,0.859,1.016,0.027,0.179,0.394,X
Company equity multiplier,1.904,1.977,3.185,2.854,2.614,X
Receivables turnover,12.884,9.706,9.800,10.992,8.546,X
Payables turnover,5.563,4.998,5.073,5.882,4.854,X
Inventory turnover,7.112,6.576,6.817,6.769,5.882,X
Fixed asset turnover,2.439,2.726,1.722,2.279,2.914,X
Asset turnover,1.083,1.138,0.808,1.111,1.291,X
Operating cash flow per share,14.191,15.453,0.702,3.979,5.310,X
Free cash flow per share,7.029,12.193,-2.984,-3.325,-0.357,X
Cash per share,14.187,9.529,10.090,4.369,5.661,X
Payout ratio,0,0,-0.007,-0.055,0.032,X
Operating cash flow sales ratio,0.166,0.202,0.014,0.053,0.066,X
Free cash flow operating cash flow ratio,0.495,0.789,-4.254,-0.836,-0.067,X
Cash flow coverage ratios,0.859,1.016,0.027,0.179,0.394,X
Short term coverage ratios,55.635,146.071,0.719,48.714,14.431,X
Capital expenditure coverage ratio,-1.981,-4.739,-0.190,-0.545,-0.937,X
Dividend paid and capex coverage ratio,-1.981,-4.739,-0.192,-0.560,-0.972,X
Dividend payout ratio,0,0,-0.007,-0.055,0.032,X
Price book value ratio,0.606,0.699,0.871,0.479,0.767,X
Price to book ratio,0.606,0.699,0.871,0.479,0.767,X
Price to sales ratio,0.294,0.311,0.339,0.151,0.227,X
Price earnings ratio,2.451,1.510,-2.832,-3.047,2.889,X
Price to free cash flows ratio,3.564,1.953,-5.620,-3.431,-51.139,X
Price to operating cash flows ratio,1.765,1.541,23.906,2.868,3.435,X
Price cash flow ratio,1.765,1.541,23.906,2.868,3.435,X
Price earnings to growth ratio,-0.070,0.004,0.049,0.019,0.016,X
Price sales ratio,0.294,0.311,0.339,0.151,0.227,X
Dividend yield,0,0,0.002,0.018,0.011,X
Enterprise value multiple,1.650,1.492,-35.356,5.877,3.066,X
Price fair value,0.606,0.699,0.871,0.479,0.767,X
