,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PBI,669.981,732.48,921.45,924.442
Other short-term investments(figures in $M),PBI,11.172,14.44,18.974,115.879
Total cash(figures in $M),PBI,681.153,746.92,940.424,1040.321
Net receivables(figures in $M),PBI,343.557,895.31,957.29,1004.476
Inventory(figures in $M),PBI,83.72,78.588,65.845,68.251
Other current assets(figures in $M),PBI,115.824,154.165,120.145,101.601
Total current assets(figures in $M),PBI,1798.016,1888.877,2106.923,2237.443
"Gross property, plant and equipment(figures in $M)",PBI,744.288,672.364,631.631,618.154
Accumulated depreciation(figures in $M),PBI,-981.1,-985.167,-990.508,-950.825
"Net property, plant and equipment(figures in $M)",PBI,744.288,672.364,631.631,618.154
Equity and other investments(figures in $M),PBI,259.977,333.052,364.212,288.963
Goodwill(figures in $M),PBI,1066.951,1135.103,1152.285,1324.179
Intangible assets(figures in $M),PBI,77.944,132.442,159.839,190.64
Other long-term assets(figures in $M),PBI,380.419,471.084,489.201,400.456
Total non-current assets(figures in $M),PBI,2944.388,3066.818,3110.901,3230.819
Total assets(figures in $M),PBI,4742.404,4955.695,5217.824,5468.262
Current debt(figures in $M),PBI,32.764,24.739,216.032,20.108
Accounts payable(figures in $M),PBI,907.083,919.367,878.303,1386.17
Taxes payable(figures in $M),PBI,3.15,9.017,2.88,17.083
Accrued liabilities(figures in $M),PBI,165.797,192.146,0.0,0.0
Deferred revenues(figures in $M),PBI,733.279,731.342,731.75,101.92
Other current liabilities(figures in $M),PBI,0.0,0.0,0.0,9.713
Total current liabilities(figures in $M),PBI,1728.852,1724.764,1868.147,1571.054
Long-term debt(figures in $M),PBI,2172.502,2299.099,2348.361,2719.614
Deferred tax liabilities(figures in $M),PBI,263.131,286.445,279.451,274.435
Other long-term liabilities(figures in $M),PBI,227.729,308.728,437.015,400.518
Total non-current liabilities(figures in $M),PBI,2952.899,3118.299,3283.282,3611.112
Total liabilities(figures in $M),PBI,4681.751,4843.063,5151.429,5182.166
Common stock(figures in $M),PBI,323.338,323.338,323.338,323.338
Retained earnings(figures in $M),PBI,5125.677,5169.27,5201.195,5438.93
Accumulated other comprehensive income(figures in $M),PBI,-835.564,-780.312,-839.131,-840.143
Total stockholders' equity(figures in $M),PBI,60.653,112.632,66.395,286.096
Total liabilities and stockholders' equity(figures in $M),PBI,4742.404,4955.695,5217.824,5468.262
