,2022,2021,2020,2019,2018,ticker
Current ratio,1.040,1.095,1.128,1.424,1.252,PBI
Quick ratio,0.925,0.960,1.028,1.305,1.173,PBI
Cash ratio,0.388,0.425,0.493,0.588,0.467,PBI
Days of sales outstanding,94.635,90.337,100.697,115.024,129.676,PBI
Days of inventory outstanding,12.434,11.242,9.988,12.960,8.092,PBI
Operating cycle,107.069,101.579,110.685,127.984,137.767,PBI
Days of payables outstanding,134.722,131.515,133.230,263.223,55.068,PBI
Cash conversion cycle,-27.653,-29.936,-22.544,-135.240,82.699,PBI
Gross profit margin,0.305,0.305,0.323,0.400,0.463,PBI
Operating profit margin,-0.004,-0.015,-0.006,0.015,0.108,PBI
Pretax profit margin,0.011,-0.002,-0.052,0.008,0.060,PBI
Net profit margin,0.010,0.001,-0.054,0.013,0.063,PBI
Effective tax rate,0.074,1.473,-0.036,-0.479,0.058,PBI
Return on assets,0.008,0.001,-0.037,0.007,0.037,PBI
Return on equity,0.609,0.031,-2.887,0.140,0.934,PBI
Return on capital employed,-0.005,-0.017,-0.006,0.012,0.093,PBI
Net income per EBT,0.926,-0.473,1.036,1.479,1.053,PBI
Ebt per ebit,-2.617,0.136,8.839,0.559,0.558,PBI
Ebit per revenue,-0.004,-0.015,-0.006,0.015,0.108,PBI
Debt ratio,0.987,0.977,0.987,0.948,0.960,PBI
Debt equity ratio,41.606,22.695,41.929,10.323,13.637,PBI
Long term debt to capitalization,0.976,0.957,0.974,0.910,0.928,PBI
Total debt to capitalization,0.977,0.958,0.977,0.912,0.932,PBI
Interest coverage,-0.169,-0.561,-0.198,0.437,3.433,PBI
Cash flow to debt ratio,0.070,0.118,0.108,0.085,0.120,PBI
Company equity multiplier,78.189,43.999,78.588,19.113,24.942,PBI
Receivables turnover,3.857,4.040,3.625,3.173,2.815,PBI
Payables turnover,2.709,2.775,2.740,1.387,6.628,PBI
Inventory turnover,29.354,32.468,36.544,28.163,45.109,PBI
Fixed asset turnover,4.754,5.464,5.627,5.185,5.988,PBI
Asset turnover,0.746,0.741,0.681,0.586,0.590,PBI
Operating cash flow per share,1.012,2.232,1.761,1.431,2.087,PBI
Free cash flow per share,0.294,0.870,1.148,0.652,1.068,PBI
Cash per share,3.917,5.529,5.483,5.902,4.930,PBI
Payout ratio,0.940,9.923,-0.179,0.881,0.628,PBI
Operating cash flow sales ratio,0.050,0.082,0.085,0.079,0.111,PBI
Free cash flow operating cash flow ratio,0.291,0.390,0.652,0.456,0.512,PBI
Cash flow coverage ratios,0.070,0.118,0.108,0.085,0.120,PBI
Short term coverage ratios,2.062,4.636,1.183,4.490,1.966,PBI
Capital expenditure coverage ratio,-1.410,-1.638,-2.876,-1.838,-2.049,PBI
Dividend paid and capex coverage ratio,-1.953,-2.020,-4.271,-2.475,-7.700,PBI
Dividend payout ratio,0.940,9.923,-0.179,0.881,0.628,PBI
Price book value ratio,10.896,7.953,15.913,2.483,4.639,PBI
Price to book ratio,10.896,7.953,15.913,2.483,4.639,PBI
Price to sales ratio,0.187,0.244,0.297,0.222,0.315,PBI
Price earnings ratio,17.890,255.407,-5.513,17.691,4.966,PBI
Price to free cash flows ratio,12.922,7.625,5.364,6.179,5.531,PBI
Price to operating cash flows ratio,3.755,2.971,3.499,2.816,2.832,PBI
Price cash flow ratio,3.755,2.971,3.499,2.816,2.832,PBI
Price earnings to growth ratio,0.025,2.496,0.009,-0.219,-0.331,PBI
Price sales ratio,0.187,0.244,0.297,0.222,0.315,PBI
Dividend yield,0.053,0.039,0.032,0.050,0.126,PBI
Enterprise value multiple,16.924,25.070,20.894,13.192,6.377,PBI
Price fair value,10.896,7.953,15.913,2.483,4.639,PBI
