,2022,2021,2020,2019,2018,ticker
Current ratio,1.753,0.890,1.354,0.933,1.664,MCHP
Quick ratio,0.995,0.531,0.817,0.552,1.368,MCHP
Cash ratio,0.227,0.116,0.245,0.181,0.447,MCHP
Days of sales outstanding,57.397,66.961,64.637,60.084,51.686,MCHP
Days of inventory outstanding,131.513,117.851,123.163,107.423,111.411,MCHP
Operating cycle,188.910,184.812,187.801,167.507,163.097,MCHP
Days of payables outstanding,53.058,51.819,44.330,34.173,33.714,MCHP
Cash conversion cycle,135.852,132.993,143.471,133.334,129.384,MCHP
Gross profit margin,0.652,0.621,0.615,0.548,0.608,MCHP
Operating profit margin,0.271,0.184,0.123,0.134,0.235,MCHP
Pretax profit margin,0.217,0.062,0.029,0.038,0.185,MCHP
Net profit margin,0.188,0.064,0.108,0.067,0.064,MCHP
Effective tax rate,0.133,-0.029,-2.794,-0.740,0.654,MCHP
Return on assets,0.079,0.021,0.033,0.019,0.031,MCHP
Return on equity,0.218,0.065,0.102,0.067,0.078,MCHP
Return on capital employed,0.125,0.071,0.041,0.045,0.150,MCHP
Net income per EBT,0.867,1.029,3.794,1.740,0.346,MCHP
Ebt per ebit,0.802,0.340,0.232,0.286,0.787,MCHP
Ebit per revenue,0.271,0.184,0.123,0.134,0.235,MCHP
Debt ratio,0.636,0.676,0.679,0.712,0.603,MCHP
Debt equity ratio,1.310,1.668,1.698,1.949,0.936,MCHP
Long term debt to capitalization,0.566,0.587,0.614,0.629,0.349,MCHP
Total debt to capitalization,0.567,0.625,0.629,0.661,0.483,MCHP
Interest coverage,7.534,2.937,1.301,1.420,4.705,MCHP
Cash flow to debt ratio,0.368,0.215,0.163,0.162,0.463,MCHP
Company equity multiplier,2.748,3.088,3.120,3.470,2.518,MCHP
Receivables turnover,6.359,5.451,5.647,6.075,7.062,MCHP
Payables turnover,6.879,7.044,8.234,10.681,10.827,MCHP
Inventory turnover,2.775,3.097,2.964,3.398,3.276,MCHP
Fixed asset turnover,7.047,6.363,6.020,5.367,5.184,MCHP
Asset turnover,0.421,0.330,0.303,0.292,0.482,MCHP
Operating cash flow per share,5.147,3.691,3.232,3.545,3.048,MCHP
Free cash flow per share,4.477,3.513,3.090,3.061,2.604,MCHP
Cash per share,0.578,0.543,0.844,0.912,4.716,MCHP
Payout ratio,0.392,1.111,0.614,0.968,1.321,MCHP
Operating cash flow sales ratio,0.417,0.352,0.293,0.313,0.357,MCHP
Free cash flow operating cash flow ratio,0.870,0.952,0.956,0.863,0.854,MCHP
Cash flow coverage ratios,0.368,0.215,0.163,0.162,0.463,MCHP
Short term coverage ratios,84.104,1.449,2.536,1.231,1.084,MCHP
Capital expenditure coverage ratio,-7.681,-20.697,-22.837,-7.317,-6.865,MCHP
Dividend paid and capex coverage ratio,21.262,6.481,5.465,14.500,10.862,MCHP
Dividend payout ratio,0.392,1.111,0.614,0.968,1.321,MCHP
Price book value ratio,7.040,7.550,2.899,3.907,6.488,MCHP
Price to book ratio,7.040,7.550,2.899,3.907,6.488,MCHP
Price to sales ratio,6.084,7.409,3.070,3.862,5.345,MCHP
Price earnings ratio,32.283,115.327,28.381,58.045,83.311,MCHP
Price to free cash flows ratio,16.784,22.093,10.970,14.287,17.544,MCHP
Price to operating cash flows ratio,14.599,21.025,10.490,12.335,14.989,MCHP
Price cash flow ratio,14.599,21.025,10.490,12.335,14.989,MCHP
Price earnings to growth ratio,0.130,-2.639,0.493,1.557,1.862,MCHP
Price sales ratio,6.084,7.409,3.070,3.862,5.345,MCHP
Dividend yield,0.012,0.010,0.022,0.017,0.016,MCHP
Enterprise value multiple,17.636,25.297,14.573,19.280,15.104,MCHP
Price fair value,7.040,7.550,2.899,3.907,6.488,MCHP
