,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),LSI,990.948,1018.138,770.988,556.96,525.048
Cost of revenue(figures in $M),LSI,308.75,308.75,246.391,208.575,195.164
Gross profit(figures in $M),LSI,682.198,709.388,524.597,348.385,329.884
Selling general and administrative(figures in $M),LSI,77.201,77.201,62.617,52.055,46.98
Total operating expenses(figures in $M),LSI,222.885,250.075,192.159,115.169,104.419
Operating income or loss(figures in $M),LSI,459.313,459.313,332.438,233.216,225.465
Interest expense(figures in $M),LSI,109.24,105.898,84.248,79.584,74.101
Total other income/expenses net(figures in $M),LSI,16.357,16.357,5.696,5.14,110.7
Income before tax(figures in $M),LSI,366.462,366.462,252.175,152.36,260.077
Income from continuing operations(figures in $M),LSI,366.462,366.462,252.175,152.36,260.077
Net income(figures in $M),LSI,358.128,358.128,249.317,151.571,258.699
Net income available to common shareholders(figures in $M),LSI,358.128,358.128,249.317,151.571,258.699
Basic EPS(figures in $M),LSI,,4.25e-06,3.18e-06,2.13e-06,3.7e-06
Diluted EPS(figures in $M),LSI,,4.219999999999999e-06,3.1699999999999997e-06,2.13e-06,3.7e-06
Basic average shares(figures in $M),LSI,,84.322,78.425,71.055,69.875
Diluted average shares(figures in $M),LSI,,84.884,78.608,71.178,69.98
EBITDA(figures in $M),LSI,,665.262,483.542,354.869,441.308
