,2022,2021,2020,2019,2018,ticker
Current ratio,1.233,1.252,1.402,1.397,1.338,ACN
Quick ratio,1.123,1.140,1.292,1.286,1.237,ACN
Cash ratio,0.450,0.520,0.665,0.554,0.499,ACN
Days of sales outstanding,69.788,70.266,64.613,68.372,65.768,ACN
Days of inventory outstanding,0,0,0,0,0,ACN
Operating cycle,69.788,70.266,64.613,68.372,65.768,ACN
Days of payables outstanding,22.300,24.292,16.234,20.101,16.883,ACN
Cash conversion cycle,47.488,45.975,48.380,48.271,48.885,ACN
Gross profit margin,0.320,0.324,0.315,0.308,0.299,ACN
Operating profit margin,0.152,0.151,0.147,0.146,0.140,ACN
Pretax profit margin,0.149,0.154,0.153,0.145,0.140,ACN
Net profit margin,0.112,0.117,0.115,0.111,0.098,ACN
Effective tax rate,0.240,0.228,0.235,0.225,0.274,ACN
Return on assets,0.146,0.137,0.138,0.160,0.166,ACN
Return on equity,0.311,0.302,0.300,0.332,0.392,ACN
Return on capital employed,0.315,0.277,0.267,0.337,0.409,ACN
Net income per EBT,0.748,0.761,0.754,0.764,0.699,ACN
Ebt per ebit,0.982,1.018,1.040,0.992,0.994,ACN
Ebit per revenue,0.152,0.151,0.147,0.146,0.140,ACN
Debt ratio,0.519,0.535,0.528,0.502,0.561,ACN
Debt equity ratio,0.150,0.180,0.205,0.002,0.002,ACN
Long term debt to capitalization,0.106,0.123,0.138,0.001,0.002,ACN
Total debt to capitalization,0.131,0.152,0.170,0.002,0.002,ACN
Interest coverage,197.954,128.110,196.959,274.575,298.943,ACN
Cash flow to debt ratio,2.869,2.559,2.357,292.477,240.942,ACN
Company equity multiplier,2.138,2.211,2.181,2.067,2.359,ACN
Receivables turnover,5.230,5.195,5.649,5.338,5.550,ACN
Payables turnover,16.368,15.026,22.484,18.158,21.620,ACN
Inventory turnover,0,0,0,0,0,ACN
Fixed asset turnover,13.168,10.481,9.374,31.064,32.914,ACN
Asset turnover,1.303,1.170,1.195,1.451,1.702,ACN
Operating cash flow per share,15.079,14.140,12.911,10.385,9.590,ACN
Free cash flow per share,13.944,13.226,11.969,9.447,8.604,ACN
Cash per share,12.475,12.875,13.374,9.607,8.059,ACN
Payout ratio,0.357,0.379,0.399,0.390,0.421,ACN
Operating cash flow sales ratio,0.155,0.178,0.185,0.153,0.145,ACN
Free cash flow operating cash flow ratio,0.925,0.935,0.927,0.910,0.897,ACN
Cash flow coverage ratios,2.869,2.559,2.357,292.477,240.942,ACN
Short term coverage ratios,13.311,11.868,10.755,1.034 K,1.129 K,ACN
Capital expenditure coverage ratio,-13.289,-15.471,-13.712,-11.063,-9.733,ACN
Dividend paid and capex coverage ratio,5.486,5.420,5.711,5.237,5.531,ACN
Dividend payout ratio,0.357,0.379,0.399,0.390,0.421,ACN
Price book value ratio,8.257,10.940,8.979,8.776,10.251,ACN
Price to book ratio,8.257,10.940,8.979,8.776,10.251,ACN
Price to sales ratio,2.963,4.227,3.444,2.926,2.554,ACN
Price earnings ratio,26.541,36.167,29.889,26.459,26.171,ACN
Price to free cash flows ratio,20.687,25.447,20.046,20.978,19.649,ACN
Price to operating cash flows ratio,19.131,23.802,18.584,19.081,17.630,ACN
Price cash flow ratio,19.131,23.802,18.584,19.081,17.630,ACN
Price earnings to growth ratio,1.584,2.269,4.146,1.659,1.617,ACN
Price sales ratio,2.963,4.227,3.444,2.926,2.554,ACN
Dividend yield,0.013,0.010,0.013,0.015,0.016,ACN
Enterprise value multiple,15.573,21.517,17.218,16.791,15.336,ACN
Price fair value,8.257,10.940,8.979,8.776,10.251,ACN
