,ticker,ttm,2022-08-31,2021-08-31,2020-08-31,2019-08-31
Total revenue(figures in $M),ACN,63144.419,61594.305,50533.389,44327.039,43215.013
Cost of revenue(figures in $M),ACN,42862.72,41892.766,34169.261,30350.881,29900.325
Gross profit(figures in $M),ACN,20281.699,19701.539,16364.128,13976.158,13314.688
Selling general and administrative(figures in $M),ACN,10628.321,10334.358,8742.599,7462.514,7009.614
Total operating expenses(figures in $M),ACN,10872.711,10334.358,8742.599,7462.514,7009.614
Operating income or loss(figures in $M),ACN,9408.988,9367.181,7621.529,6513.644,6305.074
Interest expense(figures in $M),ACN,43.835,47.32,59.492,33.071,22.963
Total other income/expenses net(figures in $M),ACN,-203.822,-168.827,165.714,224.427,-117.822
Income before tax(figures in $M),ACN,9288.109,9196.167,7761.116,6774.331,6251.797
Income tax expense(figures in $M),ACN,2229.425,2207.207,1770.571,1589.018,1405.556
Income from continuing operations(figures in $M),ACN,7058.684,6988.96,5990.545,5185.313,4846.241
Net income(figures in $M),ACN,6939.801,6877.169,5906.809,5107.839,4779.112
Net income available to common shareholders(figures in $M),ACN,6939.801,6877.169,5906.809,5107.839,4779.112
Basic EPS(figures in $M),ACN,,1.087e-05,9.31e-06,8.03e-06,7.49e-06
Diluted EPS(figures in $M),ACN,,1.071e-05,9.16e-06,7.889999999999999e-06,7.360000000000001e-06
Basic average shares(figures in $M),ACN,,632.763,634.745,636.3,638.098
Diluted average shares(figures in $M),ACN,,642.839,645.909,647.797,650.205
EBITDA(figures in $M),ACN,,11331.703,9711.85,8580.526,7167.52
