,2022,2021,2020,2019,2018,ticker
Current ratio,1.078,1.139,1.082,0.884,0.816,WHR
Quick ratio,0.592,0.722,0.724,0.496,0.383,WHR
Cash ratio,0.330,0.358,0.351,0.233,0.155,WHR
Days of sales outstanding,28.776,51.467,58.326,39.290,38.344,WHR
Days of inventory outstanding,45.792,56.424,51.151,52.699,52.831,WHR
Operating cycle,74.568,107.891,109.476,91.989,91.175,WHR
Days of payables outstanding,74.004,112.412,113.060,98.286,93.586,WHR
Cash conversion cycle,0.564,-4.521,-3.583,-6.297,-2.411,WHR
Gross profit margin,0.156,0.201,0.198,0.173,0.168,WHR
Operating profit margin,0.063,0.107,0.083,0.077,0.013,WHR
Pretax profit margin,-0.062,0.106,0.075,0.076,-0.001,WHR
Net profit margin,-0.076,0.081,0.056,0.058,-0.009,WHR
Effective tax rate,-0.216,0.222,0.264,0.228,-6.571,WHR
Return on assets,-0.087,0.088,0.053,0.063,-0.010,WHR
Return on equity,-0.639,0.368,0.285,0.371,-0.080,WHR
Return on capital employed,0.111,0.199,0.135,0.149,0.032,WHR
Net income per EBT,1.216,0.765,0.743,0.763,8.714,WHR
Ebt per ebit,-0.992,0.993,0.896,0.988,-0.075,WHR
Ebit per revenue,0.063,0.107,0.083,0.077,0.013,WHR
Debt ratio,0.854,0.753,0.769,0.782,0.825,WHR
Debt equity ratio,3.510,1.245,1.634,1.806,2.631,WHR
Long term debt to capitalization,0.773,0.541,0.608,0.606,0.638,WHR
Total debt to capitalization,0.778,0.554,0.620,0.644,0.725,WHR
Interest coverage,6.511,13.417,8.587,8.401,0.930,WHR
Cash flow to debt ratio,0.170,0.361,0.242,0.213,0.204,WHR
Company equity multiplier,7.330,4.186,5.357,5.910,8.008,WHR
Receivables turnover,12.684,7.092,6.258,9.290,9.519,WHR
Payables turnover,4.932,3.247,3.228,3.714,3.900,WHR
Inventory turnover,7.971,6.469,7.136,6.926,6.909,WHR
Fixed asset turnover,7.062,5.861,4.646,4.836,6.162,WHR
Asset turnover,1.152,1.084,0.956,1.081,1.147,WHR
Operating cash flow per share,24.866,35.040,23.923,19.309,18.289,WHR
Free cash flow per share,14.669,26.586,17.384,10.958,9.509,WHR
Cash per share,35.027,49.018,46.635,30.644,22.292,WHR
Payout ratio,-0.261,0.190,0.288,0.258,-1.672,WHR
Operating cash flow sales ratio,0.070,0.099,0.077,0.060,0.058,WHR
Free cash flow operating cash flow ratio,0.590,0.759,0.727,0.567,0.520,WHR
Cash flow coverage ratios,0.170,0.361,0.242,0.213,0.204,WHR
Short term coverage ratios,5.516,7.065,4.839,1.442,0.620,WHR
Capital expenditure coverage ratio,-2.439,-4.145,-3.659,-2.312,-2.083,WHR
Dividend paid and capex coverage ratio,-7.722,-11.636,-15.152,-5.419,-4.327,WHR
Dividend payout ratio,-0.261,0.190,0.288,0.258,-1.672,WHR
Price book value ratio,3.385,3.007,2.979,2.941,3.135,WHR
Price to book ratio,3.385,3.007,2.979,2.941,3.135,WHR
Price to sales ratio,0.401,0.663,0.582,0.460,0.341,WHR
Price earnings ratio,-5.300,8.173,10.469,7.937,-39.244,WHR
Price to free cash flows ratio,9.643,8.826,10.382,13.464,11.239,WHR
Price to operating cash flows ratio,5.689,6.697,7.544,7.640,5.844,WHR
Price cash flow ratio,5.689,6.697,7.544,7.640,5.844,WHR
Price earnings to growth ratio,0.027,0.121,-1.613,0.010,0.250,WHR
Price sales ratio,0.401,0.663,0.582,0.460,0.341,WHR
Dividend yield,0.049,0.023,0.027,0.032,0.043,WHR
Enterprise value multiple,8.264,5.985,5.840,6.363,13.012,WHR
Price fair value,3.385,3.007,2.979,2.941,3.135,WHR
