,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),WHR,19724.0,19724.0,21985.0,19456.0,20419.0
Cost of revenue(figures in $M),WHR,16651.0,16651.0,17576.0,15606.0,16886.0
Gross profit(figures in $M),WHR,3073.0,3073.0,4409.0,3850.0,3533.0
Selling general and administrative(figures in $M),WHR,1820.0,1820.0,2081.0,1877.0,2142.0
Total operating expenses(figures in $M),WHR,1855.0,1855.0,2128.0,1939.0,2211.0
Operating income or loss(figures in $M),WHR,1218.0,1218.0,2281.0,1911.0,1322.0
Interest expense(figures in $M),WHR,190.0,190.0,175.0,189.0,187.0
Total other income/expenses net(figures in $M),WHR,-2274.0,-2274.0,67.0,-288.0,249.0
Income before tax(figures in $M),WHR,-1227.0,-1227.0,2332.0,1455.0,1552.0
Income tax expense(figures in $M),WHR,265.0,265.0,518.0,384.0,354.0
Income from continuing operations(figures in $M),WHR,-1511.0,-1511.0,1806.0,1071.0,1198.0
Net income(figures in $M),WHR,-1519.0,-1519.0,1783.0,1081.0,1184.0
Net income available to common shareholders(figures in $M),WHR,-1519.0,-1519.0,1783.0,1081.0,1184.0
Basic EPS(figures in $M),WHR,,-2.718e-05,2.873e-05,1.715e-05,1.834e-05
Diluted EPS(figures in $M),WHR,,-2.718e-05,2.836e-05,1.698e-05,1.819e-05
Basic average shares(figures in $M),WHR,,55.9,62.1,62.7,63.7
Diluted average shares(figures in $M),WHR,,55.9,62.9,63.3,64.2
EBITDA(figures in $M),WHR,,-562.0,3001.0,2212.0,2326.0
