,ticker,ttm,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Total revenue(figures in $M),DRI,10321.7,9630.0,7196.1,7806.9,8510.4
Cost of revenue(figures in $M),DRI,8302.4,7635.0,5702.6,6398.5,6661.4
Gross profit(figures in $M),DRI,2019.3,1995.0,1493.5,1408.4,1849.0
Selling general and administrative(figures in $M),DRI,479.0,466.4,487.3,614.4,660.8
Total operating expenses(figures in $M),DRI,862.7,834.8,838.2,970.3,997.5
Operating income or loss(figures in $M),DRI,1156.6,1160.2,655.3,438.1,851.5
Interest expense(figures in $M),DRI,,70.6,65.2,62.2,54.0
Total other income/expenses net(figures in $M),DRI,8.9,2.0,-15.3,-541.8,-19.0
Income before tax(figures in $M),DRI,1087.4,1093.5,576.5,-161.0,782.3
Income tax expense(figures in $M),DRI,137.8,138.8,-55.9,-111.8,63.7
Income from continuing operations(figures in $M),DRI,949.6,954.7,632.4,-49.2,718.6
Net income(figures in $M),DRI,948.5,952.8,629.3,-52.4,713.4
Net income available to common shareholders(figures in $M),DRI,948.5,952.8,629.3,-52.4,713.4
Basic EPS(figures in $M),DRI,,7.46e-06,4.83e-06,-4.3e-07,5.7800000000000006e-06
Diluted EPS(figures in $M),DRI,,7.3899999999999995e-06,4.769999999999999e-06,-4.3e-07,5.690000000000001e-06
Basic average shares(figures in $M),DRI,,127.8,130.4,122.7,123.5
Diluted average shares(figures in $M),DRI,,129.0,131.8,122.7,125.4
EBITDA(figures in $M),DRI,,1528.6,1006.2,794.0,1188.2
