,2022,2021,2020,2019,2018,ticker
Current ratio,2.629,2.718,2.481,2.101,2.506,NKE
Quick ratio,1.646,1.854,1.393,1.136,1.448,NKE
Cash ratio,0.799,1.022,1.008,0.568,0.703,NKE
Days of sales outstanding,36.469,36.575,26.826,39.862,35.079,NKE
Days of inventory outstanding,121.807,101.795,127.065,94.813,93.942,NKE
Operating cycle,158.275,138.370,153.892,134.675,129.021,NKE
Days of payables outstanding,48.578,42.120,38.773,44.050,40.694,NKE
Cash conversion cycle,109.697,96.250,115.118,90.624,88.326,NKE
Gross profit margin,0.460,0.448,0.434,0.447,0.438,NKE
Operating profit margin,0.125,0.138,0.053,0.104,0.119,NKE
Pretax profit margin,0.142,0.150,0.077,0.123,0.119,NKE
Net profit margin,0.129,0.129,0.068,0.103,0.053,NKE
Effective tax rate,0.091,0.140,0.121,0.161,0.553,NKE
Return on assets,0.150,0.152,0.081,0.170,0.086,NKE
Return on equity,0.396,0.449,0.315,0.446,0.197,NKE
Return on capital employed,0.197,0.219,0.087,0.256,0.262,NKE
Net income per EBT,0.909,0.860,0.879,0.839,0.447,NKE
Ebt per ebit,1.140,1.085,1.446,1.185,1,NKE
Ebit per revenue,0.125,0.138,0.053,0.104,0.119,NKE
Debt ratio,0.621,0.662,0.743,0.619,0.565,NKE
Debt equity ratio,0.826,1.004,1.616,0.385,0.388,NKE
Long term debt to capitalization,0.434,0.492,0.605,0.277,0.261,NKE
Total debt to capitalization,0.452,0.501,0.618,0.278,0.280,NKE
Interest coverage,-28.463,-11.785,-2.240,-5.410,0,NKE
Cash flow to debt ratio,0.411,0.520,0.191,1.697,1.301,NKE
Company equity multiplier,2.639,2.956,3.891,2.624,2.297,NKE
Receivables turnover,10.009,9.979,13.606,9.157,10.405,NKE
Payables turnover,7.514,8.666,9.414,8.286,8.969,NKE
Inventory turnover,2.997,3.586,2.873,3.850,3.885,NKE
Fixed asset turnover,6.053,5.555,4.697,8.246,8.172,NKE
Asset turnover,1.158,1.180,1.193,1.649,1.615,NKE
Operating cash flow per share,3.286,4.232,1.594,3.737,3.051,NKE
Free cash flow per share,2.806,3.790,0.897,3.028,2.418,NKE
Cash per share,8.232,8.567,5.637,2.952,3.230,NKE
Payout ratio,0.304,0.286,0.572,0.331,0.643,NKE
Operating cash flow sales ratio,0.111,0.149,0.066,0.151,0.136,NKE
Free cash flow operating cash flow ratio,0.854,0.896,0.563,0.810,0.793,NKE
Cash flow coverage ratios,0.411,0.520,0.191,1.697,1.301,NKE
Short term coverage ratios,5.578,14.194,3.570,393.533,14.488,NKE
Capital expenditure coverage ratio,-6.844,-9.578,-2.288,-5.275,-4.820,NKE
Dividend paid and capex coverage ratio,4.808,7.059,6.790,27.714,23.047,NKE
Dividend payout ratio,0.304,0.286,0.572,0.331,0.643,NKE
Price book value ratio,12.279,16.573,19.263,13.480,11.882,NKE
Price to book ratio,12.279,16.573,19.263,13.480,11.882,NKE
Price to sales ratio,4.017,4.751,4.148,3.115,3.203,NKE
Price earnings ratio,31.035,36.945,61.112,30.245,60.315,NKE
Price to free cash flows ratio,42.357,35.489,110.910,25.472,29.689,NKE
Price to operating cash flows ratio,36.168,31.784,62.440,20.643,23.530,NKE
Price cash flow ratio,36.168,31.784,62.440,20.643,23.530,NKE
Price earnings to growth ratio,5.946,0.300,-1.694,0.265,-1.127,NKE
Price sales ratio,4.017,4.751,4.148,3.115,3.203,NKE
Dividend yield,0.010,0.008,0.009,0.011,0.011,NKE
Enterprise value multiple,28.718,30.922,51.310,25.329,22.779,NKE
Price fair value,12.279,16.573,19.263,13.480,11.882,NKE
