,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),IFF,493.0,715.0,656.836,606.823
Total cash(figures in $M),IFF,493.0,715.0,656.836,606.823
Net receivables(figures in $M),IFF,1818.0,1906.0,929.342,876.197
Inventory(figures in $M),IFF,3151.0,2516.0,1131.856,1123.068
Other current assets(figures in $M),IFF,1970.0,1850.0,341.765,60.756
Total current assets(figures in $M),IFF,7432.0,6987.0,3059.799,2942.544
"Gross property, plant and equipment(figures in $M)",IFF,6838.0,6949.0,3235.37,2983.43
Accumulated depreciation(figures in $M),IFF,-1977.0,-1793.0,-1470.146,-1303.848
"Net property, plant and equipment(figures in $M)",IFF,4203.0,4368.0,1458.185,1679.582
Equity and other investments(figures in $M),IFF,10.0,86.0,0.0,0.0
Goodwill(figures in $M),IFF,13355.0,16414.0,5593.252,5497.596
Intangible assets(figures in $M),IFF,9082.0,10506.0,2727.175,2851.935
Other long-term assets(figures in $M),IFF,1318.0,1383.0,717.26,104.545
Total non-current assets(figures in $M),IFF,27958.0,32691.0,10495.872,10344.867
Total assets(figures in $M),IFF,35390.0,39678.0,13555.671,13287.411
Current debt(figures in $M),IFF,597.0,632.0,634.159,384.958
Accounts payable(figures in $M),IFF,1418.0,1532.0,555.687,510.372
Taxes payable(figures in $M),IFF,313.0,94.0,42.414,42.141
Accrued liabilities(figures in $M),IFF,349.0,393.0,172.609,145.081
Other current liabilities(figures in $M),IFF,3141.0,3001.0,1269.567,254.325
Total current liabilities(figures in $M),IFF,3738.0,3633.0,1903.726,1552.19
Long-term debt(figures in $M),IFF,10373.0,10768.0,3779.359,3997.438
Deferred tax liabilities(figures in $M),IFF,2265.0,2518.0,593.369,641.456
Other long-term liabilities(figures in $M),IFF,3486.0,4054.0,1451.999,502.366
Total non-current liabilities(figures in $M),IFF,13859.0,14822.0,5231.358,5406.63
Total liabilities(figures in $M),IFF,17597.0,18455.0,7135.084,6958.82
Common stock(figures in $M),IFF,35.0,35.0,16.066,16.066
Retained earnings(figures in $M),IFF,955.0,3641.0,4156.168,4117.804
Accumulated other comprehensive income(figures in $M),IFF,-2169.0,-1423.0,-697.541,-716.894
Total stockholders' equity(figures in $M),IFF,17734.0,21118.0,6323.035,6217.304
Total liabilities and stockholders' equity(figures in $M),IFF,35390.0,39678.0,13555.671,13287.411
