,2022,2021,2020,2019,2018,ticker
Current ratio,1.988,1.923,1.607,1.896,2.607,IFF
Quick ratio,0.618,0.721,0.833,1.051,1.406,IFF
Cash ratio,0.132,0.197,0.345,0.391,0.575,IFF
Days of sales outstanding,53.342,59.685,66.718,72.715,86.054,IFF
Days of inventory outstanding,138.752,115.937,137.784,135.406,171.545,IFF
Operating cycle,192.094,175.623,204.502,208.121,257.599,IFF
Days of payables outstanding,62.441,70.595,67.645,61.535,74.975,IFF
Cash conversion cycle,129.653,105.028,136.857,146.587,182.624,IFF
Gross profit margin,0.334,0.320,0.410,0.411,0.423,IFF
Operating profit margin,0.088,0.050,0.111,0.129,0.147,IFF
Pretax profit margin,-0.131,0.030,0.087,0.108,0.113,IFF
Net profit margin,-0.148,0.023,0.071,0.089,0.085,IFF
Effective tax rate,-0.130,0.212,0.168,0.174,0.241,IFF
Return on assets,-0.052,0.007,0.027,0.034,0.026,IFF
Return on equity,-0.104,0.013,0.057,0.073,0.056,IFF
Return on capital employed,0.034,0.016,0.049,0.057,0.050,IFF
Net income per EBT,1.130,0.763,0.823,0.818,0.753,IFF
Ebt per ebit,-1.491,0.605,0.779,0.838,0.767,IFF
Ebit per revenue,0.088,0.050,0.111,0.129,0.147,IFF
Debt ratio,0.497,0.465,0.526,0.524,0.531,IFF
Debt equity ratio,0.619,0.540,0.698,0.711,0.755,IFF
Long term debt to capitalization,0.369,0.338,0.374,0.391,0.427,IFF
Total debt to capitalization,0.382,0.351,0.411,0.416,0.430,IFF
Interest coverage,3.244,2.024,4.298,4.813,4.405,IFF
Cash flow to debt ratio,0.031,0.126,0.162,0.158,0.096,IFF
Company equity multiplier,1.996,1.879,2.144,2.137,2.136,IFF
Receivables turnover,6.843,6.115,5.471,5.020,4.242,IFF
Payables turnover,5.846,5.170,5.396,5.932,4.868,IFF
Inventory turnover,2.631,3.148,2.649,2.696,2.128,IFF
Fixed asset turnover,2.960,2.668,3.487,3.060,3.205,IFF
Asset turnover,0.352,0.294,0.375,0.387,0.309,IFF
Operating cash flow per share,1.420,5.914,6.376,6.241,4.998,IFF
Free cash flow per share,-0.663,4.280,4.663,4.080,3.017,IFF
Cash per share,2.029,2.942,5.865,5.418,7.407,IFF
Payout ratio,-0.441,2.470,0.888,0.688,0.683,IFF
Operating cash flow sales ratio,0.028,0.123,0.140,0.136,0.110,IFF
Free cash flow operating cash flow ratio,-0.467,0.724,0.731,0.654,0.604,IFF
Cash flow coverage ratios,0.031,0.126,0.162,0.158,0.096,IFF
Short term coverage ratios,0.578,2.274,1.126,1.646,8.996,IFF
Capital expenditure coverage ratio,-0.682,-3.620,-3.723,-2.888,-2.523,IFF
Dividend paid and capex coverage ratio,1.135,5.322,5.460,9.781,7.704,IFF
Dividend payout ratio,-0.441,2.470,0.888,0.688,0.683,IFF
Price book value ratio,1.437,1.733,1.928,2.324,1.949,IFF
Price to book ratio,1.437,1.733,1.928,2.324,1.949,IFF
Price to sales ratio,2.048,3.141,2.398,2.811,2.955,IFF
Price earnings ratio,-13.876,135.585,33.560,31.698,34.851,IFF
Price to free cash flows ratio,-158.237,35.200,23.339,31.626,44.502,IFF
Price to operating cash flows ratio,73.844,25.475,17.071,20.674,26.865,IFF
Price cash flow ratio,73.844,25.475,17.071,20.674,26.865,IFF
Price earnings to growth ratio,0.018,-2.059,-1.699,5.032,16.250,IFF
Price sales ratio,2.048,3.141,2.398,2.811,2.955,IFF
Dividend yield,0.032,0.018,0.026,0.022,0.020,IFF
Enterprise value multiple,15.845,25.717,17.341,17.377,20.835,IFF
Price fair value,1.437,1.733,1.928,2.324,1.949,IFF
