,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),IFF,12440.0,12440.0,11656.0,5084.239,5140.084
Cost of revenue(figures in $M),IFF,8289.0,8289.0,7921.0,2998.373,3027.336
Gross profit(figures in $M),IFF,4151.0,4151.0,3735.0,2085.866,2112.748
Research development(figures in $M),IFF,603.0,603.0,629.0,356.863,346.128
Selling general and administrative(figures in $M),IFF,1768.0,1768.0,1749.0,948.833,876.121
Total operating expenses(figures in $M),IFF,3098.0,3098.0,3110.0,1498.303,1415.346
Operating income or loss(figures in $M),IFF,1053.0,1053.0,625.0,587.563,697.402
Interest expense(figures in $M),IFF,336.0,336.0,289.0,131.802,138.221
Total other income/expenses net(figures in $M),IFF,-2342.0,-2342.0,18.0,-14.39,-1.729
Income before tax(figures in $M),IFF,-1625.0,-1625.0,354.0,441.371,557.452
Income tax expense(figures in $M),IFF,211.0,211.0,75.0,73.999,97.184
Income from continuing operations(figures in $M),IFF,-1836.0,-1836.0,279.0,367.372,460.268
Net income(figures in $M),IFF,-1843.0,-1843.0,270.0,363.228,455.873
Net income available to common shareholders(figures in $M),IFF,-1843.0,-1843.0,270.0,363.228,455.873
Basic EPS(figures in $M),IFF,,,1.1100000000000002e-06,3.25e-06,4.05e-06
Diluted EPS(figures in $M),IFF,,,1.1e-06,3.2099999999999998e-06,4e-06
Basic average shares(figures in $M),IFF,,,243.0,112.0,112.0
Diluted average shares(figures in $M),IFF,,,243.0,114.0,113.0
EBITDA(figures in $M),IFF,,-110.0,1799.0,898.533,1019.003
