,2022,2021,2020,2019,2018,ticker
Current ratio,1.414,1.044,0.796,0.782,0.840,XOM
Quick ratio,1.034,0.692,0.443,0.470,0.486,XOM
Cash ratio,0.429,0.120,0.077,0.048,0.053,XOM
Days of sales outstanding,38.223,42.718,41.388,37.151,32.277,XOM
Days of inventory outstanding,30.171,32.363,40.366,33.877,32.702,XOM
Operating cycle,68.394,75.081,81.754,71.028,64.978,XOM
Days of payables outstanding,40.955,45.879,37.473,45.151,36.333,XOM
Cash conversion cycle,27.438,29.203,44.281,25.876,28.645,XOM
Gross profit margin,0.259,0.235,0.061,0.247,0.242,XOM
Operating profit margin,0.192,0.114,-0.413,0.928,0.079,XOM
Pretax profit margin,0.195,0.113,-0.159,0.076,0.111,XOM
Net profit margin,0.140,0.083,-0.128,0.054,0.075,XOM
Effective tax rate,0.259,0.244,0.195,0.263,0.308,XOM
Return on assets,0.151,0.068,-0.070,0.040,0.060,XOM
Return on equity,0.286,0.137,-0.148,0.075,0.109,XOM
Return on capital employed,0.256,0.112,-0.271,0.824,0.077,XOM
Net income per EBT,0.717,0.738,0.805,0.715,0.673,XOM
Ebt per ebit,1.014,0.988,0.386,0.082,1.399,XOM
Ebit per revenue,0.192,0.114,-0.413,0.928,0.079,XOM
Debt ratio,0.451,0.482,0.507,0.451,0.427,XOM
Debt equity ratio,0.211,0.283,0.430,0.245,0.190,XOM
Long term debt to capitalization,0.172,0.205,0.231,0.121,0.091,XOM
Total debt to capitalization,0.174,0.221,0.301,0.197,0.160,XOM
Interest coverage,96.133,33.393,-64.674,296.313,28.883,XOM
Cash flow to debt ratio,1.864,1.009,0.217,0.633,0.987,XOM
Company equity multiplier,1.892,2.010,2.117,1.892,1.805,XOM
Receivables turnover,9.549,8.544,8.819,9.825,11.309,XOM
Payables turnover,8.912,7.956,9.740,8.084,10.046,XOM
Inventory turnover,12.098,11.278,9.042,10.774,11.161,XOM
Fixed asset turnover,1.948,1.278,0.798,1.047,1.130,XOM
Asset turnover,1.080,0.816,0.545,0.731,0.807,XOM
Operating cash flow per share,17.964,11.260,3.434,6.959,8.500,XOM
Free cash flow per share,13.658,8.435,-0.612,1.254,3.880,XOM
Cash per share,6.933,1.591,1.022,0.723,0.718,XOM
Payout ratio,0.268,0.648,-0.639,1.022,0.662,XOM
Operating cash flow sales ratio,0.193,0.174,0.081,0.112,0.129,XOM
Free cash flow operating cash flow ratio,0.760,0.749,-0.178,0.180,0.456,XOM
Cash flow coverage ratios,1.864,1.009,0.217,0.633,0.987,XOM
Short term coverage ratios,121.131,11.256,0.717,1.444,2.087,XOM
Capital expenditure coverage ratio,-4.172,-3.986,-0.849,-1.220,-1.840,XOM
Dividend paid and capex coverage ratio,-22.144,16.899,-6.069,-3.061,-6.235,XOM
Dividend payout ratio,0.268,0.648,-0.639,1.022,0.662,XOM
Price book value ratio,2.418,1.551,1.120,1.555,1.506,XOM
Price to book ratio,2.418,1.551,1.120,1.555,1.506,XOM
Price to sales ratio,1.183,0.945,0.970,1.125,1.034,XOM
Price earnings ratio,8.459,11.352,-7.572,20.778,13.864,XOM
Price to free cash flows ratio,8.076,7.254,-67.349,55.642,17.574,XOM
Price to operating cash flows ratio,6.140,5.434,12.002,10.027,8.022,XOM
Price cash flow ratio,6.140,5.434,12.002,10.027,8.022,XOM
Price earnings to growth ratio,0.058,0.057,0.029,-0.667,2.568,XOM
Price sales ratio,1.183,0.945,0.970,1.125,1.034,XOM
Dividend yield,0.032,0.057,0.084,0.049,0.048,XOM
Enterprise value multiple,4.795,5.791,-8.286,1.290,6.463,XOM
Price fair value,2.418,1.551,1.120,1.555,1.506,XOM
