,ticker,2023,2024,2025,2026,2027
Revenue(In $M),XOM,"374,468","353,819","335,629","319,965","321,599"
Dividend,XOM,3.70,3.84,3.97,4.27,-
Dividend Yield (in %),XOM,3.45 %,3.59 %,3.70 %,3.98 %,-
EPS,XOM,10.29,9.69,9.60,9.08,9.82
P/E Ratio,XOM,10.32,10.96,11.06,11.69,10.81
EBIT(In $M),XOM,"56,726","52,139","44,737","53,478","55,214"
EBITDA(In $M),XOM,"80,986","78,225","73,254","75,139","75,616"
Net Profit(In $M),XOM,"41,149","38,114","35,292","35,555","35,194"
Net Profit Adjusted(In $M),XOM,"40,997","38,068","35,243","35,822","35,194"
Pre-Tax Profit(In $M),XOM,"57,355","52,788","46,505","53,554","55,015"
Net Profit (Adjusted)(In $M),XOM,"55,109","51,845","46,038",-,-
EPS (Non-GAAP) ex. SOE(In $),XOM,10.29,9.69,9.60,9.08,9.82
EPS (GAAP)(In $),XOM,10.02,9.67,9.54,9.69,9.82
Gross Income(In $M),XOM,"133,003","132,085","108,677",-,-
Cash Flow from Investing(In $M),XOM,"-20,073","-20,667","-21,106","-23,435","-23,587"
Cash Flow from Operations(In $M),XOM,"62,954","61,966","60,858","59,653","60,267"
Cash Flow from Financing(In $M),XOM,"-33,021","-33,772","-32,140","-27,990","-25,496"
Cash Flow per Share(In $),XOM,15.32,15.46,15.42,15.03,15.62
Free Cash Flow(In $M),XOM,"40,468","37,873","37,447","35,368","726,649"
Free Cash Flow per Share(In $),XOM,9.52,10.43,11.27,11.23,-
Book Value per Share(In $),XOM,50.85,54.00,56.64,-,-
Net Debt(In $M),XOM,"8,719",-76,"-8,317","-34,990",-
Research & Development Exp.(In $M),XOM,-,-,-,-,-
Capital Expenditure(In $M),XOM,"21,663","21,951","21,987","21,520","19,042"
"Selling, General & Admin. Exp.(In $M)",XOM,"9,777","10,457","11,331","11,675",-
Shareholder’s Equity(In $M),XOM,"208,660","217,645","226,576","214,693","216,878"
Total Assets(In $M),XOM,"377,679","387,675","419,578","454,686","481,262"
