,2022,2021,2020,2019,2018,ticker
Current ratio,0.921,0.919,0.997,0.865,0.863,AN
Quick ratio,0.273,0.258,0.340,0.188,0.181,AN
Cash ratio,0.021,0.020,0.137,0.008,0.009,AN
Days of sales outstanding,11.616,10.310,15.130,15.682,16.640,AN
Days of inventory outstanding,34.422,32.285,56.376,67.739,73.960,AN
Operating cycle,46.038,42.595,71.506,83.422,90.601,AN
Days of payables outstanding,5.505,6.917,7.272,5.949,6.204,AN
Cash conversion cycle,40.533,35.678,64.234,77.473,84.397,AN
Gross profit margin,0.195,0.192,0.175,0.165,0.159,AN
Operating profit margin,0.075,0.074,0.053,0.039,0.036,AN
Pretax profit margin,0.068,0.070,0.027,0.029,0.025,AN
Net profit margin,0.051,0.053,0.019,0.021,0.018,AN
Effective tax rate,0.249,0.241,0.306,0.264,0.252,AN
Return on assets,0.137,0.154,0.039,0.043,0.037,AN
Return on equity,0.673,0.578,0.118,0.142,0.146,AN
Return on capital employed,0.304,0.323,0.189,0.151,0.155,AN
Net income per EBT,0.751,0.759,0.694,0.735,0.748,AN
Ebt per ebit,0.906,0.950,0.508,0.744,0.681,AN
Ebit per revenue,0.075,0.074,0.053,0.039,0.036,AN
Debt ratio,0.796,0.734,0.673,0.700,0.745,AN
Debt equity ratio,3.134,2.084,1.603,1.914,2.429,AN
Long term debt to capitalization,0.672,0.567,0.391,0.373,0.415,AN
Total debt to capitalization,0.758,0.676,0.616,0.657,0.708,AN
Interest coverage,11.483,16.030,6.879,3.360,3.114,AN
Cash flow to debt ratio,0.260,0.329,0.233,0.127,0.077,AN
Company equity multiplier,4.912,3.763,3.056,3.334,3.927,AN
Receivables turnover,31.422,35.403,24.124,23.274,21.935,AN
Payables turnover,66.299,52.769,50.190,61.360,58.836,AN
Inventory turnover,10.604,11.305,6.474,5.388,4.935,AN
Fixed asset turnover,6.865,6.978,5.914,6.083,6.786,AN
Asset turnover,2.682,2.890,2.062,2.024,2.008,AN
Operating cash flow per share,29.629,21.937,13.614,8.537,5.597,AN
Free cash flow per share,23.785,19.030,11.856,5.548,1.207,AN
Cash per share,1.290,0.814,6.422,0.466,0.532,AN
Payout ratio,0,0,0,0,0,AN
Operating cash flow sales ratio,0.062,0.063,0.059,0.036,0.024,AN
Free cash flow operating cash flow ratio,0.803,0.867,0.871,0.650,0.216,AN
Cash flow coverage ratios,0.260,0.329,0.233,0.127,0.077,AN
Short term coverage ratios,0.751,0.881,0.389,0.185,0.109,AN
Capital expenditure coverage ratio,-5.070,-7.546,-7.741,-2.856,-1.275,AN
Dividend paid and capex coverage ratio,-5.070,-7.546,-7.741,-2.856,-1.275,AN
Dividend payout ratio,0,0,0,0,0,AN
Price book value ratio,2.950,3.648,1.913,1.386,1.200,AN
Price to book ratio,2.950,3.648,1.913,1.386,1.200,AN
Price to sales ratio,0.224,0.335,0.304,0.205,0.152,AN
Price earnings ratio,4.386,6.315,16.222,9.737,8.231,AN
Price to free cash flows ratio,4.511,6.140,5.887,8.765,29.577,AN
Price to operating cash flows ratio,3.621,5.327,5.126,5.696,6.378,AN
Price cash flow ratio,3.621,5.327,5.126,5.696,6.378,AN
Price earnings to growth ratio,0.136,0.019,-1.173,0.647,-0.959,AN
Price sales ratio,0.224,0.335,0.304,0.205,0.152,AN
Dividend yield,0,0,0,0,0,AN
Enterprise value multiple,5.605,6.397,8.428,9.918,10.374,AN
Price fair value,2.950,3.648,1.913,1.386,1.200,AN
