,2022,2021,2020,2019,2018,ticker
Current ratio,2.889,3.099,2.708,2.583,2.787,MU
Quick ratio,1.918,2.171,1.817,1.745,2.134,MU
Cash ratio,1.096,1.208,1.149,1.119,1.131,MU
Days of sales outstanding,60.877,69.970,66.614,49.824,65.792,MU
Days of inventory outstanding,144.246,94.767,137.510,147.046,104.974,MU
Operating cycle,205.123,164.736,204.124,196.870,170.766,MU
Days of payables outstanding,46.372,36.834,53.733,48.182,49.406,MU
Cash conversion cycle,158.751,127.903,150.391,148.688,121.359,MU
Gross profit margin,0.452,0.376,0.306,0.457,0.589,MU
Operating profit margin,0.317,0.227,0.140,0.315,0.493,MU
Pretax profit margin,0.311,0.224,0.139,0.301,0.471,MU
Net profit margin,0.282,0.212,0.125,0.270,0.465,MU
Effective tax rate,0.093,0.063,0.094,0.098,0.012,MU
Return on assets,0.131,0.100,0.050,0.129,0.326,MU
Return on equity,0.174,0.133,0.069,0.176,0.438,MU
Return on capital employed,0.166,0.120,0.064,0.174,0.399,MU
Net income per EBT,0.907,0.943,0.901,0.896,0.988,MU
Ebt per ebit,0.980,0.990,0.993,0.956,0.954,MU
Ebit per revenue,0.317,0.227,0.140,0.315,0.493,MU
Debt ratio,0.247,0.253,0.274,0.248,0.235,MU
Debt equity ratio,0.151,0.166,0.184,0.163,0.144,MU
Long term debt to capitalization,0.129,0.140,0.150,0.112,0.105,MU
Total debt to capitalization,0.131,0.142,0.155,0.140,0.126,MU
Interest coverage,51.661,34.333,15.479,57.625,43.842,MU
Cash flow to debt ratio,2.020,1.713,1.157,2.254,3.751,MU
Company equity multiplier,1.328,1.340,1.377,1.362,1.343,MU
Receivables turnover,5.996,5.217,5.479,7.326,5.548,MU
Payables turnover,7.871,9.909,6.793,7.575,7.388,MU
Inventory turnover,2.530,3.852,2.654,2.482,3.477,MU
Fixed asset turnover,0.784,0.821,0.678,0.829,1.284,MU
Asset turnover,0.464,0.471,0.399,0.479,0.701,MU
Operating cash flow per share,13.652,11.132,7.483,11.839,15.104,MU
Free cash flow per share,2.800,2.177,0.075,3.060,7.397,MU
Cash per share,8.391,7.708,7.335,7.141,5.905,MU
Payout ratio,0.053,0,0,0,0,MU
Operating cash flow sales ratio,0.494,0.450,0.387,0.563,0.573,MU
Free cash flow operating cash flow ratio,0.205,0.196,0.010,0.258,0.490,MU
Cash flow coverage ratios,2.020,1.713,1.157,2.254,3.751,MU
Short term coverage ratios,147.388,80.439,30.763,10.068,20.256,MU
Capital expenditure coverage ratio,-1.258,-1.243,-1.010,-1.349,-1.960,MU
Dividend paid and capex coverage ratio,-1.308,-1.243,-1.010,-1.349,-1.960,MU
Dividend payout ratio,0.053,0,0,0,0,MU
Price book value ratio,1.277,1.886,1.319,1.387,1.882,MU
Price to book ratio,1.277,1.886,1.319,1.387,1.882,MU
Price to sales ratio,2.072,2.991,2.399,2.126,2.000,MU
Price earnings ratio,7.339,14.139,19.139,7.883,4.300,MU
Price to free cash flows ratio,20.465,33.990,619.594,14.597,7.133,MU
Price to operating cash flows ratio,4.198,6.647,6.191,3.773,3.493,MU
Price cash flow ratio,4.198,6.647,6.191,3.773,3.493,MU
Price earnings to growth ratio,0.149,0.122,-0.334,-0.147,0.026,MU
Price sales ratio,2.072,2.991,2.399,2.126,2.000,MU
Dividend yield,0.007,0,0,0,0,MU
Enterprise value multiple,3.731,6.512,5.786,3.859,3.036,MU
Price fair value,1.277,1.886,1.319,1.387,1.882,MU
