,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),FLR,13744.0,13744.0,12434.879,15668.477,14348.018
Cost of revenue(figures in $M),FLR,13389.0,13389.0,12023.284,15283.226,14775.399
Gross profit(figures in $M),FLR,355.0,355.0,411.595,385.251,-427.381
Selling general and administrative(figures in $M),FLR,242.0,242.0,216.451,240.692,159.089
Total operating expenses(figures in $M),FLR,242.0,242.0,216.451,240.692,159.089
Operating income or loss(figures in $M),FLR,113.0,113.0,195.144,144.559,-586.47
Interest expense(figures in $M),FLR,59.0,59.0,84.481,72.12,74.104
Total other income/expenses net(figures in $M),FLR,96.0,96.0,-254.874,-305.184,-670.498
Income before tax(figures in $M),FLR,244.0,244.0,-127.705,-207.052,-1276.7
Income tax expense(figures in $M),FLR,171.0,171.0,16.489,18.592,440.982
Income from continuing operations(figures in $M),FLR,73.0,73.0,-144.194,-225.644,-1717.682
Net income(figures in $M),FLR,145.0,145.0,-440.17,-435.046,-1522.164
Net income available to common shareholders(figures in $M),FLR,106.0,106.0,-464.545,-435.046,-1522.164
Basic EPS(figures in $M),FLR,,,-3.29e-06,-3.09e-06,-1.087e-05
Diluted EPS(figures in $M),FLR,,,-3.29e-06,-3.09e-06,-1.087e-05
Basic average shares(figures in $M),FLR,,,141.0,140.511,140.061
Diluted average shares(figures in $M),FLR,,,141.0,140.511,140.061
EBITDA(figures in $M),FLR,,376.0,31.132,-29.358,-1032.115
