,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MPC,177453.0,177453.0,119983.0,69779.0,124016.0
Cost of revenue(figures in $M),MPC,154886.0,154886.0,113372.0,69108.0,113881.0
Gross profit(figures in $M),MPC,22567.0,22567.0,6611.0,671.0,10135.0
Selling general and administrative(figures in $M),MPC,2772.0,2772.0,2537.0,2710.0,3475.0
Total operating expenses(figures in $M),MPC,3597.0,3597.0,3258.0,3378.0,4226.0
Operating income or loss(figures in $M),MPC,18970.0,18970.0,3353.0,-2707.0,5909.0
Interest expense(figures in $M),MPC,1195.0,1195.0,1483.0,1365.0,1247.0
Total other income/expenses net(figures in $M),MPC,2497.0,2499.0,947.0,-9540.0,-333.0
Income before tax(figures in $M),MPC,20469.0,20469.0,2817.0,-13612.0,4329.0
Income tax expense(figures in $M),MPC,4491.0,4491.0,264.0,-2337.0,1074.0
Income from continuing operations(figures in $M),MPC,15978.0,15978.0,2553.0,-11275.0,3255.0
Net income(figures in $M),MPC,14516.0,14516.0,9738.0,-9919.0,2637.0
Net income available to common shareholders(figures in $M),MPC,14508.0,14516.0,9738.0,-9919.0,2637.0
Basic EPS(figures in $M),MPC,,2.831e-05,1.534e-05,-1.513e-05,4e-06
Diluted EPS(figures in $M),MPC,,2.831e-05,1.524e-05,-1.513e-05,3.97e-06
Basic average shares(figures in $M),MPC,,512.0,634.0,649.0,659.0
Diluted average shares(figures in $M),MPC,,516.0,638.0,649.0,664.0
EBITDA(figures in $M),MPC,,18970.0,3353.0,-2707.0,5909.0
