,2022,2021,2020,2019,2018,ticker
Current ratio,0,0,0,13.211,58.794,RF
Quick ratio,0,0,0,13.211,15.830,RF
Cash ratio,0,0,0,2.007,2.211,RF
Days of sales outstanding,2.826 K,1.878 K,20.126,22.380,23.514,RF
Days of inventory outstanding,0,0,0,0,0,RF
Days of payables outstanding,0,0,0,0,0,RF
Gross profit margin,1,1,1,1,0,RF
Operating profit margin,48.364,54.548,0.268,0.480,0,RF
Pretax profit margin,43.576,51.855,0.209,0.336,0.336,RF
Net profit margin,34.015,40.661,0.174,0.268,0.302,RF
Effective tax rate,0.219,0.216,0.167,0.203,0.198,RF
Return on assets,0.014,0.015,0.007,0.013,0.014,RF
Return on equity,0.141,0.138,0.060,0.097,0.117,RF
Return on capital employed,0.021,0.021,0.011,0.023,0,RF
Net income per EBT,0.781,0.784,0.833,0.797,0.900,RF
Ebt per ebit,0.901,0.951,0.781,0.700,0,RF
Ebit per revenue,48.364,54.548,0.268,0.480,0,RF
Debt ratio,0.897,0.888,0,0.871,0.880,RF
Debt equity ratio,0.143,0.131,0.197,0.609,0.929,RF
Long term debt to capitalization,0.125,0.116,0.165,0.326,0.452,RF
Total debt to capitalization,0.125,0.116,0.165,0.379,0.482,RF
Interest coverage,10.101,20.251,4.571,3.333,0,RF
Cash flow to debt ratio,1.358,1.259,0.651,0.260,0.162,RF
Company equity multiplier,9.733,8.891,8.138,7.747,8.329,RF
Receivables turnover,0.129,0.194,18.136,16.309,15.523,RF
Payables turnover,0,0,0,0,0,RF
Inventory turnover,0,0,0,0,0,RF
Fixed asset turnover,0.038,0.034,3.308,3.012,2.846,RF
Asset turnover,0.000,0.000,0.043,0.047,0.046,RF
Operating cash flow per share,3.318,3.169,2.423,2.594,2.083,RF
Free cash flow per share,3.010,3.094,2.362,2.570,2.018,RF
Cash per share,41.882,60.556,47.039,26.854,22.851,RF
Payout ratio,0.339,0.284,0.638,0.415,0.293,RF
Operating cash flow sales ratio,47,48.871,0.370,0.437,0.391,RF
Free cash flow operating cash flow ratio,0.907,0.976,0.975,0.991,0.969,RF
Cash flow coverage ratios,1.358,1.259,0.651,0.260,0.162,RF
Short term coverage ratios,0,0,0,1.259,1.422,RF
Capital expenditure coverage ratio,-10.771,-42.083,-39.390,-107.542,-32.042,RF
Dividend paid and capex coverage ratio,6.544,4.705,3.637,4.084,5.112,RF
Dividend payout ratio,0.339,0.284,0.638,0.415,0.293,RF
Price book value ratio,1.264,1.137,0.854,1.048,0.968,RF
Price to book ratio,1.264,1.137,0.854,1.048,0.968,RF
Price to sales ratio,305.433,336.142,2.464,2.892,2.510,RF
Price earnings ratio,8.979,8.267,14.131,10.793,8.306,RF
Price to free cash flows ratio,7.164,7.046,6.825,6.677,6.629,RF
Price to operating cash flows ratio,6.499,6.878,6.652,6.615,6.422,RF
Price cash flow ratio,6.499,6.878,6.652,6.615,6.422,RF
Price earnings to growth ratio,-1.024,0.058,-0.445,-4.182,0.155,RF
Price sales ratio,305.433,336.142,2.464,2.892,2.510,RF
Dividend yield,0.038,0.034,0.045,0.038,0.035,RF
Enterprise value multiple,3.164,-1.642,0.510,7.950,7.818,RF
Price fair value,1.264,1.137,0.854,1.048,0.968,RF
