,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ITW,15932.0,15932.0,14455.0,12574.0,14109.0
Cost of revenue(figures in $M),ITW,9429.0,9429.0,8489.0,7375.0,8187.0
Gross profit(figures in $M),ITW,6503.0,6503.0,5966.0,5199.0,5922.0
Selling general and administrative(figures in $M),ITW,2579.0,2579.0,2356.0,2163.0,2361.0
Total operating expenses(figures in $M),ITW,2713.0,2713.0,2489.0,2317.0,2520.0
Operating income or loss(figures in $M),ITW,3790.0,3790.0,3477.0,2882.0,3402.0
Interest expense(figures in $M),ITW,203.0,203.0,202.0,206.0,221.0
Total other income/expenses net(figures in $M),ITW,233.0,255.0,51.0,28.0,107.0
Income before tax(figures in $M),ITW,3842.0,3842.0,3326.0,2704.0,3288.0
Income tax expense(figures in $M),ITW,808.0,808.0,632.0,595.0,767.0
Income from continuing operations(figures in $M),ITW,3034.0,3034.0,2694.0,2109.0,2521.0
Net income(figures in $M),ITW,3034.0,3034.0,2694.0,2109.0,2521.0
Net income available to common shareholders(figures in $M),ITW,3034.0,3034.0,2694.0,2109.0,2521.0
Basic EPS(figures in $M),ITW,,,8.550000000000001e-06,6.66e-06,7.78e-06
Diluted EPS(figures in $M),ITW,,,8.51e-06,6.63e-06,7.74e-06
Basic average shares(figures in $M),ITW,,,315.1,316.9,323.9
Diluted average shares(figures in $M),ITW,,,316.4,318.3,325.6
EBITDA(figures in $M),ITW,,4179.0,3661.0,3064.0,3668.0
