,2022,2021,2020,2019,2018,ticker
Current ratio,1.406,1.837,2.520,2.903,1.631,ITW
Quick ratio,0.870,1.259,1.958,2.062,1.215,ITW
Cash ratio,0.159,0.440,0.990,0.920,0.425,ITW
Days of sales outstanding,72.647,71.712,72.745,63.666,69.179,ITW
Days of inventory outstanding,79.511,72.837,58.845,51.894,55.912,ITW
Operating cycle,152.158,144.549,131.590,115.561,125.091,ITW
Days of payables outstanding,22.994,25.153,26.428,21.043,22.229,ITW
Cash conversion cycle,129.164,119.396,105.162,94.517,102.862,ITW
Gross profit margin,0.408,0.413,0.413,0.420,0.417,ITW
Operating profit margin,0.238,0.241,0.229,0.241,0.243,ITW
Pretax profit margin,0.241,0.230,0.215,0.233,0.230,ITW
Net profit margin,0.190,0.186,0.168,0.179,0.174,ITW
Effective tax rate,0.210,0.190,0.220,0.233,0.245,ITW
Return on assets,0.197,0.168,0.135,0.167,0.172,ITW
Return on equity,0.983,0.743,0.663,0.833,0.788,ITW
Return on capital employed,0.346,0.276,0.221,0.263,0.316,ITW
Net income per EBT,0.790,0.810,0.780,0.767,0.755,ITW
Ebt per ebit,1.014,0.957,0.938,0.966,0.947,ITW
Ebit per revenue,0.238,0.241,0.229,0.241,0.243,ITW
Debt ratio,0.800,0.774,0.796,0.799,0.781,ITW
Debt equity ratio,2.514,2.121,2.553,2.564,2.268,ITW
Long term debt to capitalization,0.667,0.656,0.710,0.719,0.649,ITW
Total debt to capitalization,0.715,0.680,0.719,0.719,0.694,ITW
Interest coverage,18.670,17.213,13.990,15.394,13.946,ITW
Cash flow to debt ratio,0.302,0.333,0.346,0.386,0.381,ITW
Company equity multiplier,4.994,4.435,4.908,4.980,4.570,ITW
Receivables turnover,5.024,5.090,5.018,5.733,5.276,ITW
Payables turnover,15.874,14.511,13.811,17.345,16.420,ITW
Inventory turnover,4.591,5.011,6.203,7.034,6.528,ITW
Fixed asset turnover,8.621,7.991,7.076,8.160,8.246,ITW
Asset turnover,1.033,0.899,0.805,0.936,0.993,ITW
Operating cash flow per share,7.463,8.115,8.858,9.247,8.391,ITW
Free cash flow per share,6.154,7.175,8.113,8.240,7.304,ITW
Cash per share,2.250,4.846,8.091,6.116,4.490,ITW
Payout ratio,0.508,0.543,0.654,0.524,0.439,ITW
Operating cash flow sales ratio,0.147,0.177,0.223,0.212,0.190,ITW
Free cash flow operating cash flow ratio,0.825,0.884,0.916,0.891,0.871,ITW
Cash flow coverage ratios,0.302,0.333,0.346,0.386,0.381,ITW
Short term coverage ratios,1.477,3.287,8.020,748.750,2.081,ITW
Capital expenditure coverage ratio,-5.699,-8.639,-11.894,-9.187,-7.723,ITW
Dividend paid and capex coverage ratio,2.078,2.191,2.456,3.010,3.699,ITW
Dividend payout ratio,0.508,0.543,0.654,0.524,0.439,ITW
Price book value ratio,22.444,21.453,20.311,19.227,13.043,ITW
Price to book ratio,22.444,21.453,20.311,19.227,13.043,ITW
Price to sales ratio,4.350,5.380,5.138,4.124,2.874,ITW
Price earnings ratio,22.843,28.867,30.635,23.079,16.559,ITW
Price to free cash flows ratio,35.799,34.395,25.130,21.799,17.344,ITW
Price to operating cash flows ratio,29.517,30.413,23.017,19.426,15.098,ITW
Price cash flow ratio,29.517,30.413,23.017,19.426,15.098,ITW
Price earnings to growth ratio,1.792,1.017,-2.128,13.581,0.295,ITW
Price sales ratio,4.350,5.380,5.138,4.124,2.874,ITW
Dividend yield,0.022,0.019,0.021,0.023,0.026,ITW
Enterprise value multiple,18.273,22.925,22.901,17.437,11.750,ITW
Price fair value,22.444,21.453,20.311,19.227,13.043,ITW
