,2022,2021,2020,2019,2018,ticker
Current ratio,0.436,0.411,0.795,0.465,0.509,AMT
Quick ratio,0.335,0.295,0.618,0.358,0.401,AMT
Cash ratio,0.244,0.215,0.478,0.274,0.258,AMT
Days of sales outstanding,25.840,28.433,23.221,22.255,32.938,AMT
Days of inventory outstanding,0,0,0,0,0,AMT
Operating cycle,25.840,28.433,23.221,22.255,32.938,AMT
Days of payables outstanding,24.447,37.072,22.796,24.385,21.922,AMT
Cash conversion cycle,1.394,-8.638,0.425,-2.129,11.016,AMT
Gross profit margin,0.695,0.713,0.723,0.708,0.707,AMT
Operating profit margin,0.220,0.335,0.359,0.355,0.256,AMT
Pretax profit margin,0.161,0.302,0.226,0.253,0.155,AMT
Net profit margin,0.165,0.274,0.210,0.249,0.166,AMT
Effective tax rate,0.014,0.093,0.071,-0.000,-0.095,AMT
Return on assets,0.026,0.037,0.036,0.044,0.037,AMT
Return on equity,0.317,0.505,0.413,0.373,0.232,AMT
Return on capital employed,0.040,0.051,0.066,0.072,0.067,AMT
Net income per EBT,1.026,0.908,0.928,0.985,1.071,AMT
Ebt per ebit,0.731,0.903,0.631,0.713,0.606,AMT
Ebit per revenue,0.220,0.335,0.359,0.355,0.256,AMT
Debt ratio,0.815,0.870,0.899,0.846,0.821,AMT
Debt equity ratio,8.444,10.235,8.968,6.144,3.965,AMT
Long term debt to capitalization,0.882,0.902,0.896,0.845,0.775,AMT
Total debt to capitalization,0.894,0.911,0.900,0.860,0.799,AMT
Interest coverage,2.070,3.596,3.639,3.302,2.304,AMT
Cash flow to debt ratio,0.079,0.093,0.106,0.121,0.177,AMT
Company equity multiplier,12.058,13.754,11.539,8.467,6.186,AMT
Receivables turnover,14.125,12.837,15.718,16.400,11.081,AMT
Payables turnover,14.930,9.846,16.012,14.968,16.650,AMT
Inventory turnover,0,0,0,0,0,AMT
Fixed asset turnover,0.370,0.323,0.390,0.390,0.662,AMT
Asset turnover,0.159,0.134,0.170,0.177,0.225,AMT
Operating cash flow per share,8.009,10.675,8.749,8.484,8.526,AMT
Free cash flow per share,3.949,7.626,6.423,6.243,6.449,AMT
Cash per share,4.395,4.319,3.936,3.394,2.750,AMT
Payout ratio,1.490,0.884,1.141,0.849,1.086,AMT
Operating cash flow sales ratio,0.345,0.515,0.483,0.495,0.504,AMT
Free cash flow operating cash flow ratio,0.493,0.714,0.734,0.736,0.756,AMT
Cash flow coverage ratios,0.079,0.093,0.106,0.121,0.177,AMT
Short term coverage ratios,0.697,0.913,2.919,1.096,1.361,AMT
Capital expenditure coverage ratio,-1.973,-3.501,-3.762,-3.786,-4.105,AMT
Dividend paid and capex coverage ratio,4.884,5.390,4.330,6.135,8.733,AMT
Dividend payout ratio,1.490,0.884,1.141,0.849,1.086,AMT
Price book value ratio,17.547,25.991,24.326,20.108,13.032,AMT
Price to book ratio,17.547,25.991,24.326,20.108,13.032,AMT
Price to sales ratio,9.129,14.114,12.383,13.410,9.347,AMT
Price earnings ratio,55.373,51.432,58.902,53.848,56.245,AMT
Price to free cash flows ratio,53.647,38.355,34.944,36.814,24.529,AMT
Price to operating cash flows ratio,26.453,27.400,25.656,27.089,18.553,AMT
Price cash flow ratio,26.453,27.400,25.656,27.089,18.553,AMT
Price earnings to growth ratio,-1.694,1.042,-5.468,1.015,15.130,AMT
Price sales ratio,9.129,14.114,12.383,13.410,9.347,AMT
Dividend yield,0.027,0.017,0.019,0.016,0.019,AMT
Enterprise value multiple,22.985,29.998,29.449,28.886,22.022,AMT
Price fair value,17.547,25.991,24.326,20.108,13.032,AMT
