,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AMT,2028.4,1949.9,1746.3,1501.2
Total cash(figures in $M),AMT,2028.4,1949.9,1746.3,1501.2
Net receivables(figures in $M),AMT,758.3,728.9,511.6,462.2
Other current assets(figures in $M),AMT,723.3,657.2,532.6,513.6
Total current assets(figures in $M),AMT,3622.3,3729.4,2905.6,2553.8
"Gross property, plant and equipment(figures in $M)",AMT,28917.2,29009.1,20597.9,19441.8
Accumulated depreciation(figures in $M),AMT,-9878.9,-8619.6,-7863.7,-7241.2
"Net property, plant and equipment(figures in $M)",AMT,28917.2,29009.1,20597.9,19441.8
Goodwill(figures in $M),AMT,12956.7,13350.1,7282.7,6178.3
Intangible assets(figures in $M),AMT,17983.3,20727.2,13839.8,12318.4
Other long-term assets(figures in $M),AMT,546.7,400.9,400.1,406.4
Total non-current assets(figures in $M),AMT,63572.2,66158.5,44327.9,40247.8
Total assets(figures in $M),AMT,67194.5,69887.9,47233.5,42801.6
Current debt(figures in $M),AMT,4514.2,4568.7,789.8,2928.2
Accounts payable(figures in $M),AMT,218.6,272.4,139.1,148.1
Taxes payable(figures in $M),AMT,29.8,84.8,20.6,55.2
Accrued liabilities(figures in $M),AMT,1605.2,1667.5,1251.5,1167.6
Deferred revenues(figures in $M),AMT,439.7,1204.0,390.6,294.3
Total current liabilities(figures in $M),AMT,8311.9,9067.3,3655.5,5487.7
Long-term debt(figures in $M),AMT,34156.0,38685.5,28497.7,21127.2
Deferred tax liabilities(figures in $M),AMT,1492.0,1830.9,859.5,768.3
Deferred revenues(figures in $M),AMT,489.5,540.2,576.1,525.9
Other long-term liabilities(figures in $M),AMT,1186.8,1189.8,984.6,937.0
Total non-current liabilities(figures in $M),AMT,46474.1,51751.0,38797.5,30727.0
Total liabilities(figures in $M),AMT,54786.0,60818.3,42453.0,36214.7
Common stock(figures in $M),AMT,4.8,4.7,4.6,4.5
Retained earnings(figures in $M),AMT,-2101.9,-1142.4,-1343.0,-1016.8
Accumulated other comprehensive income(figures in $M),AMT,-5718.3,-4738.9,-3759.4,-2823.6
Total stockholders' equity(figures in $M),AMT,5572.4,5081.2,4093.5,5055.4
Total liabilities and stockholders' equity(figures in $M),AMT,67194.5,69887.9,47233.5,42801.6
