,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AMT,10711.1,10711.1,9356.9,8041.5,7580.3
Cost of revenue(figures in $M),AMT,3263.8,3263.8,2682.0,2227.2,2216.8
Gross profit(figures in $M),AMT,7447.3,7447.3,6674.9,5814.3,5363.5
Selling general and administrative(figures in $M),AMT,972.3,972.3,811.6,778.7,730.4
Total operating expenses(figures in $M),AMT,4410.7,5095.0,3542.9,2926.8,2675.1
Operating income or loss(figures in $M),AMT,3036.6,2352.3,3132.0,2887.5,2688.4
Interest expense(figures in $M),AMT,1136.5,1136.5,870.9,793.5,814.2
Total other income/expenses net(figures in $M),AMT,-251.0,433.3,527.9,-312.6,-4.6
Income before tax(figures in $M),AMT,1720.7,1720.7,2829.4,1821.1,1916.4
Income tax expense(figures in $M),AMT,24.0,24.0,261.8,129.6,-0.2
Income from continuing operations(figures in $M),AMT,1696.7,1696.7,2567.6,1691.5,1916.6
Net income(figures in $M),AMT,1765.8,1765.8,2567.7,1690.6,1887.8
Net income available to common shareholders(figures in $M),AMT,1765.8,1765.8,2567.7,1690.6,1887.8
Basic EPS(figures in $M),AMT,,3.83e-06,5.690000000000001e-06,3.81e-06,4.27e-06
Diluted EPS(figures in $M),AMT,,3.82e-06,5.66e-06,3.79e-06,4.24e-06
Basic average shares(figures in $M),AMT,,461.519,451.498,443.64,442.319
Diluted average shares(figures in $M),AMT,,462.75,453.294,446.104,445.52
EBITDA(figures in $M),AMT,,6212.3,6032.9,4496.9,4526.4
