,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MNST,1307.141,1326.462,1180.413,797.957
Other short-term investments(figures in $M),MNST,1362.314,1749.727,881.354,533.063
Total cash(figures in $M),MNST,2669.455,3076.189,2061.767,1331.02
Net receivables(figures in $M),MNST,1016.203,896.658,666.012,540.33
Inventory(figures in $M),MNST,935.631,593.357,333.085,360.731
Other current assets(figures in $M),MNST,109.823,0.0,0.0,0.0
Total current assets(figures in $M),MNST,4764.897,4682.11,3140.955,2316.309
"Gross property, plant and equipment(figures in $M)",MNST,750.055,538.538,519.41,506.074
Accumulated depreciation(figures in $M),MNST,-233.158,-224.785,-204.754,-207.434
"Net property, plant and equipment(figures in $M)",MNST,516.897,313.753,314.656,298.64
Equity and other investments(figures in $M),MNST,61.443,99.419,44.291,12.905
Goodwill(figures in $M),MNST,1417.941,1331.643,1331.643,1331.643
Intangible assets(figures in $M),MNST,1220.41,1072.386,1059.046,1052.105
Other long-term assets(figures in $M),MNST,134.478,80.252,70.475,53.973
Total non-current assets(figures in $M),MNST,3528.208,3122.674,3061.761,2834.043
Total assets(figures in $M),MNST,8293.105,7804.784,6202.716,5150.352
Accounts payable(figures in $M),MNST,444.265,404.263,296.8,274.045
Taxes payable(figures in $M),MNST,13.317,30.399,23.433,14.717
Accrued liabilities(figures in $M),MNST,428.622,210.964,142.653,114.075
Deferred revenues(figures in $M),MNST,43.311,42.53,45.429,44.237
Total current liabilities(figures in $M),MNST,1001.978,965.076,749.988,661.097
Deferred revenues(figures in $M),MNST,223.8,243.249,264.436,287.469
Other long-term liabilities(figures in $M),MNST,42.286,29.508,27.432,30.505
Total non-current liabilities(figures in $M),MNST,266.086,272.757,291.868,317.974
Total liabilities(figures in $M),MNST,1268.064,1237.833,1041.856,979.071
Common stock(figures in $M),MNST,3.209,3.2,3.193,3.182
Retained earnings(figures in $M),MNST,9001.173,7809.549,6432.074,5022.48
Accumulated other comprehensive income(figures in $M),MNST,-159.073,-69.165,3.034,-32.387
Total stockholders' equity(figures in $M),MNST,7025.041,6566.951,5160.86,4171.281
Total liabilities and stockholders' equity(figures in $M),MNST,8293.105,7804.784,6202.716,5150.352
