,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MNST,6311.05,6311.05,5541.352,4598.638,4200.819
Cost of revenue(figures in $M),MNST,3136.483,3136.483,2432.839,1874.758,1682.234
Gross profit(figures in $M),MNST,3174.567,3174.567,3108.513,2723.88,2518.585
Total operating expenses(figures in $M),MNST,1589.846,1589.846,1311.046,1090.727,1115.646
Operating income or loss(figures in $M),MNST,1584.721,1584.721,1797.467,1633.153,1402.939
Total other income/expenses net(figures in $M),MNST,-12.757,-12.757,3.952,-6.996,13.023
Income before tax(figures in $M),MNST,1571.964,1571.964,1801.419,1626.157,1415.962
Income tax expense(figures in $M),MNST,380.34,380.34,423.944,216.563,308.127
Income from continuing operations(figures in $M),MNST,1191.624,1191.624,1377.475,1409.594,1107.835
Net income(figures in $M),MNST,1191.624,1191.624,1377.475,1409.594,1107.835
Net income available to common shareholders(figures in $M),MNST,1191.624,1191.624,1377.475,1409.594,1107.835
Basic EPS(figures in $M),MNST,,1.13e-06,1.3e-06,1.33e-06,1.02e-06
Diluted EPS(figures in $M),MNST,,1.1100000000000002e-06,1.28e-06,1.32e-06,1.01e-06
Basic average shares(figures in $M),MNST,,1053.558,1057.526,1059.278,1084.382
Diluted average shares(figures in $M),MNST,,1066.442,1071.278,1069.614,1093.216
EBITDA(figures in $M),MNST,,1584.721,1797.467,1633.153,1402.939
