,2022,2021,2020,2019,2018,ticker
Current ratio,4.755,4.852,4.188,3.504,3.001,MNST
Quick ratio,3.678,4.117,3.637,2.831,2.400,MNST
Cash ratio,1.305,1.374,1.574,1.207,1.060,MNST
Days of sales outstanding,58.772,59.061,52.862,46.948,46.456,MNST
Days of inventory outstanding,108.882,89.022,64.849,78.269,67.047,MNST
Operating cycle,167.654,148.083,117.711,125.217,113.503,MNST
Days of payables outstanding,51.700,60.652,57.785,59.460,60.059,MNST
Cash conversion cycle,115.954,87.431,59.927,65.757,53.444,MNST
Gross profit margin,0.503,0.561,0.592,0.600,0.603,MNST
Operating profit margin,0.251,0.324,0.355,0.334,0.337,MNST
Pretax profit margin,0.249,0.325,0.354,0.337,0.340,MNST
Net profit margin,0.189,0.249,0.307,0.264,0.261,MNST
Effective tax rate,0.242,0.235,0.133,0.218,0.232,MNST
Return on assets,0.144,0.176,0.227,0.215,0.219,MNST
Return on equity,0.170,0.210,0.273,0.266,0.275,MNST
Return on capital employed,0.217,0.263,0.300,0.313,0.327,MNST
Net income per EBT,0.758,0.765,0.867,0.782,0.768,MNST
Ebt per ebit,0.992,1.002,0.996,1.009,1.008,MNST
Ebit per revenue,0.251,0.324,0.355,0.334,0.337,MNST
Debt ratio,0.153,0.159,0.168,0.190,0.202,MNST
Debt equity ratio,0,0,0,0,0,MNST
Long term debt to capitalization,0,0,0,0,0,MNST
Total debt to capitalization,0,0,0,0,0,MNST
Interest coverage,124.224,-454.825,-30.256,-18.024,-132.976,MNST
Cash flow to debt ratio,0,0,0,0,0,MNST
Company equity multiplier,1.181,1.188,1.202,1.235,1.254,MNST
Receivables turnover,6.210,6.180,6.905,7.775,7.857,MNST
Payables turnover,7.060,6.018,6.317,6.139,6.077,MNST
Inventory turnover,3.352,4.100,5.628,4.663,5.444,MNST
Fixed asset turnover,12.209,17.662,14.615,14.066,15.664,MNST
Asset turnover,0.761,0.710,0.741,0.816,0.841,MNST
Operating cash flow per share,0.843,1.093,1.288,1.027,1.043,MNST
Free cash flow per share,0.641,1.039,1.224,0.925,0.975,MNST
Cash per share,2.534,2.909,1.946,1.227,0.860,MNST
Payout ratio,0,0,0,0,0,MNST
Operating cash flow sales ratio,0.141,0.209,0.297,0.265,0.305,MNST
Free cash flow operating cash flow ratio,0.761,0.950,0.951,0.901,0.936,MNST
Cash flow coverage ratios,0,0,0,0,0,MNST
Short term coverage ratios,0,0,0,0,0,MNST
Capital expenditure coverage ratio,-4.184,-20.116,-20.278,-10.089,-15.507,MNST
Dividend paid and capex coverage ratio,-4.184,-20.116,-20.278,-10.089,-15.507,MNST
Dividend payout ratio,0,0,0,0,0,MNST
Price book value ratio,7.613,7.733,9.491,8.260,7.595,MNST
Price to book ratio,7.613,7.733,9.491,8.260,7.595,MNST
Price to sales ratio,8.475,9.164,10.651,8.202,7.203,MNST
Price earnings ratio,44.883,36.866,34.748,31.102,27.617,MNST
Price to free cash flows ratio,79.171,46.238,37.768,34.341,25.230,MNST
Price to operating cash flows ratio,60.250,43.939,35.906,30.937,23.603,MNST
Price cash flow ratio,60.250,43.939,35.906,30.937,23.603,MNST
Price earnings to growth ratio,-3.266,-24.516,1.143,2.129,1.260,MNST
Price sales ratio,8.475,9.164,10.651,8.202,7.203,MNST
Dividend yield,0,0,0,0,0,MNST
Enterprise value multiple,32.925,27.514,29.269,23.991,19.981,MNST
Price fair value,7.613,7.733,9.491,8.260,7.595,MNST
