,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CL,17967.0,17967.0,17421.0,16471.0,15693.0
Cost of revenue(figures in $M),CL,7719.0,7719.0,7046.0,6454.0,6368.0
Gross profit(figures in $M),CL,10248.0,10248.0,10375.0,10017.0,9325.0
Selling general and administrative(figures in $M),CL,6565.0,6565.0,6407.0,6019.0,5575.0
Total operating expenses(figures in $M),CL,6696.0,6634.0,6472.0,6132.0,5771.0
Operating income or loss(figures in $M),CL,3552.0,3614.0,3903.0,3885.0,3554.0
Interest expense(figures in $M),CL,167.0,167.0,192.0,183.0,192.0
Total other income/expenses net(figures in $M),CL,-739.0,-801.0,-641.0,-74.0,-108.0
Income before tax(figures in $M),CL,2660.0,2660.0,3087.0,3647.0,3301.0
Income tax expense(figures in $M),CL,693.0,693.0,749.0,787.0,774.0
Income from continuing operations(figures in $M),CL,1967.0,1967.0,2338.0,2860.0,2527.0
Net income(figures in $M),CL,1785.0,1785.0,2166.0,2695.0,2367.0
Net income available to common shareholders(figures in $M),CL,1785.0,1785.0,2166.0,2695.0,2367.0
Basic EPS(figures in $M),CL,,,2.56e-06,3.15e-06,2.76e-06
Diluted EPS(figures in $M),CL,,,2.5499999999999997e-06,3.14e-06,2.75e-06
Basic average shares(figures in $M),CL,,,845.0,856.8,859.1
Diluted average shares(figures in $M),CL,,,848.3,859.3,861.1
EBITDA(figures in $M),CL,,4159.0,4459.0,4424.0,4073.0
