,2022,2021,2020,2019,2018,ticker
Current ratio,0.478,0.463,0.663,0.801,1.130,SWN
Quick ratio,0.417,0.389,0.376,0.413,0.924,SWN
Cash ratio,0.014,0.009,0.013,0.006,0.238,SWN
Days of sales outstanding,34.086,63.507,58.198,41.450,54.911,SWN
Days of inventory outstanding,0,0,0,0,0,SWN
Operating cycle,34.086,63.507,58.198,41.450,54.911,SWN
Days of payables outstanding,120.333,186.948,160.510,106.993,124.251,SWN
Cash conversion cycle,-86.247,-123.441,-102.313,-65.543,-69.340,SWN
Gross profit margin,0.629,0.625,0.435,0.410,0.537,SWN
Operating profit margin,0.490,0.395,0.007,0.089,0.206,SWN
Pretax profit margin,0.127,-0.004,-1.172,0.158,0.139,SWN
Net profit margin,0.123,-0.416,-1.348,0.293,0.139,SWN
Effective tax rate,0.027,-109.960,-0.150,-0.856,0.002,SWN
Return on assets,0.143,-0.234,-0.603,0.133,0.093,SWN
Return on equity,0.428,-1.089,-6.262,0.274,0.227,SWN
Return on capital employed,0.779,0.300,0.004,0.046,0.161,SWN
Net income per EBT,0.973,110.960,1.150,1.856,0.998,SWN
Ebt per ebit,0.258,-0.009,-159.118,1.778,0.675,SWN
Ebit per revenue,0.490,0.395,0.007,0.089,0.206,SWN
Debt ratio,0.665,0.785,0.904,0.517,0.593,SWN
Debt equity ratio,1.056,2.195,6.658,0.738,0.981,SWN
Long term debt to capitalization,0.511,0.677,0.868,0.421,0.495,SWN
Total debt to capitalization,0.514,0.687,0.869,0.425,0.495,SWN
Interest coverage,43.006,19.375,0.181,4.154,6.871,SWN
Cash flow to debt ratio,0.691,0.244,0.160,0.403,0.528,SWN
Company equity multiplier,2.989,4.652,10.382,2.069,2.454,SWN
Receivables turnover,10.708,5.747,6.272,8.806,6.647,SWN
Payables turnover,3.033,1.952,2.274,3.411,2.938,SWN
Inventory turnover,0,0,0,0,0,SWN
Fixed asset turnover,1.354,0.658,0.540,0.560,0.829,SWN
Asset turnover,1.161,0.563,0.447,0.452,0.666,SWN
Operating cash flow per share,2.840,1.726,0.920,1.787,2.128,SWN
Free cash flow per share,0.936,0.419,-0.641,-0.250,-0.117,SWN
Cash per share,0.045,0.035,0.023,0.009,0.350,SWN
Payout ratio,0,0,0,0,0.050,SWN
Operating cash flow sales ratio,0.210,0.204,0.229,0.317,0.317,SWN
Free cash flow operating cash flow ratio,0.329,0.243,-0.697,-0.140,-0.055,SWN
Cash flow coverage ratios,0.691,0.244,0.160,0.403,0.528,SWN
Short term coverage ratios,75.095,5.496,12.571,28.353,0,SWN
Capital expenditure coverage ratio,-1.491,-1.321,-0.589,-0.877,-0.948,SWN
Dividend paid and capex coverage ratio,-1.491,-1.321,-0.589,-0.877,-0.968,SWN
Dividend payout ratio,0,0,0,0,0.050,SWN
Price book value ratio,1.502,1.445,3.441,0.402,0.830,SWN
Price to book ratio,1.502,1.445,3.441,0.402,0.830,SWN
Price to sales ratio,0.433,0.552,0.741,0.430,0.507,SWN
Price earnings ratio,3.514,-1.327,-0.550,1.465,3.649,SWN
Price to free cash flows ratio,6.253,11.117,-4.647,-9.668,-29.246,SWN
Price to operating cash flows ratio,2.060,2.700,3.239,1.354,1.602,SWN
Price cash flow ratio,2.060,2.700,3.239,1.354,1.602,SWN
Price earnings to growth ratio,0.024,-0.038,0.001,0.019,-0.065,SWN
Price sales ratio,0.433,0.552,0.741,0.430,0.507,SWN
Dividend yield,0,0,0,0,0.014,SWN
Enterprise value multiple,1.289,2.822,13.386,4.843,3.358,SWN
Price fair value,1.502,1.445,3.441,0.402,0.830,SWN
