,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),APH,1373.1,1197.1,1702.0,891.2
Other short-term investments(figures in $M),APH,61.1,44.3,36.1,17.4
Total cash(figures in $M),APH,1434.2,1241.4,1738.1,908.6
Net receivables(figures in $M),APH,2631.3,2454.8,1951.6,1736.4
Inventory(figures in $M),APH,2093.6,1894.1,1462.2,1310.1
Other current assets(figures in $M),APH,320.0,367.9,338.9,256.1
Total current assets(figures in $M),APH,6479.1,5958.2,5490.8,4211.2
"Gross property, plant and equipment(figures in $M)",APH,3223.6,3136.9,2793.2,2486.2
Accumulated depreciation(figures in $M),APH,-2019.3,-1961.6,-1738.6,-1487.2
"Net property, plant and equipment(figures in $M)",APH,1204.3,1175.3,1054.6,999.0
Goodwill(figures in $M),APH,6446.1,6376.8,5032.1,4867.1
Intangible assets(figures in $M),APH,734.1,756.9,397.5,442.0
Other long-term assets(figures in $M),APH,462.6,411.2,352.3,296.2
Total non-current assets(figures in $M),APH,8847.1,8720.2,6836.5,6604.3
Total assets(figures in $M),APH,15326.2,14678.4,12327.3,10815.5
Current debt(figures in $M),APH,2.7,4.0,230.3,403.3
Accounts payable(figures in $M),APH,1309.1,1312.0,1120.7,866.8
Taxes payable(figures in $M),APH,169.5,88.8,112.6,127.9
Accrued liabilities(figures in $M),APH,1069.9,922.5,753.9,660.3
Total current liabilities(figures in $M),APH,2676.1,2447.1,2304.3,2132.7
Long-term debt(figures in $M),APH,4575.0,4795.9,3636.2,3203.4
Deferred tax liabilities(figures in $M),APH,409.8,424.2,299.1,260.4
Other long-term liabilities(figures in $M),APH,443.3,438.7,407.2,424.0
Total non-current liabilities(figures in $M),APH,5556.0,5852.2,4571.1,4086.6
Total liabilities(figures in $M),APH,8232.1,8299.3,6875.4,6219.3
Common stock(figures in $M),APH,0.6,0.6,0.3,0.3
Retained earnings(figures in $M),APH,4979.4,4278.9,3705.4,3348.4
Accumulated other comprehensive income(figures in $M),APH,-535.0,-286.5,-278.1,-430.9
Total stockholders' equity(figures in $M),APH,7015.6,6302.0,5384.9,4530.3
Total liabilities and stockholders' equity(figures in $M),APH,15326.2,14678.4,12327.3,10815.5
