,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),APH,12623.0,12623.0,10876.3,8598.9,8225.4
Cost of revenue(figures in $M),APH,8594.8,8594.8,7474.5,5934.8,5609.4
Gross profit(figures in $M),APH,4028.2,4028.2,3401.8,2664.1,2616.0
Selling general and administrative(figures in $M),APH,1420.9,1420.9,1226.3,1014.2,971.4
Total operating expenses(figures in $M),APH,1420.9,1420.9,1226.3,1014.2,971.4
Operating income or loss(figures in $M),APH,2607.3,2607.3,2175.5,1649.9,1644.6
Interest expense(figures in $M),APH,128.4,128.4,115.5,115.4,117.6
Total other income/expenses net(figures in $M),APH,-11.5,-11.5,-70.8,-7.9,-31.1
Income before tax(figures in $M),APH,2467.4,2467.4,1989.2,1526.6,1495.9
Income tax expense(figures in $M),APH,550.6,550.6,409.1,313.3,331.9
Income from continuing operations(figures in $M),APH,1916.8,1916.8,1580.1,1213.3,1164.0
Net income(figures in $M),APH,1902.3,1902.3,1590.8,1203.4,1155.0
Net income available to common shareholders(figures in $M),APH,1902.3,1902.3,1590.8,1203.4,1155.0
Basic EPS(figures in $M),APH,,,2.66e-06,2.02e-06,1.94e-06
Diluted EPS(figures in $M),APH,,,2.5400000000000002e-06,1.96e-06,1.8799999999999998e-06
Basic average shares(figures in $M),APH,,,597.9,596.1,595.0
Diluted average shares(figures in $M),APH,,,625.5,615.0,615.9
EBITDA(figures in $M),APH,,2988.7,2500.3,1950.1,1925.6
