,2023,2022,2021,2020,2019,ticker
Current ratio,0.915,0.992,1.031,0.891,0.834,TGT
Quick ratio,0.270,0.563,0.859,0.369,0.177,TGT
Cash ratio,0.114,0.272,0.423,0.178,0.052,TGT
Days of sales outstanding,5.670,4.659,4.428,4.495,5.328,TGT
Days of inventory outstanding,59.920,67.690,58.757,59.822,65.037,TGT
Operating cycle,65.589,72.348,63.185,64.317,70.365,TGT
Days of payables outstanding,59.866,75.363,70.924,65.996,66.845,TGT
Cash conversion cycle,5.723,-3.015,-7.739,-1.679,3.520,TGT
Gross profit margin,0.246,0.293,0.293,0.298,0.293,TGT
Operating profit margin,0.035,0.084,0.070,0.060,0.055,TGT
Pretax profit margin,0.031,0.084,0.059,0.054,0.049,TGT
Net profit margin,0.025,0.066,0.047,0.042,0.039,TGT
Effective tax rate,0.187,0.220,0.212,0.220,0.203,TGT
Return on assets,0.052,0.129,0.085,0.077,0.071,TGT
Return on equity,0.248,0.542,0.302,0.277,0.260,TGT
Return on capital employed,0.114,0.279,0.210,0.165,0.156,TGT
Net income per EBT,0.813,0.780,0.788,0.783,0.799,TGT
Ebt per ebit,0.888,0.996,0.848,0.900,0.894,TGT
Ebit per revenue,0.035,0.084,0.070,0.060,0.055,TGT
Debt ratio,0.789,0.762,0.718,0.723,0.726,TGT
Debt equity ratio,1.672,1.264,1.032,1.164,1.013,TGT
Long term debt to capitalization,0.624,0.556,0.488,0.535,0.475,TGT
Total debt to capitalization,0.626,0.558,0.508,0.538,0.503,TGT
Interest coverage,8.050,21.249,6.693,9.765,8.915,TGT
Cash flow to debt ratio,0.214,0.532,0.706,0.517,0.522,TGT
Company equity multiplier,4.748,4.195,3.549,3.615,3.655,TGT
Receivables turnover,64.378,78.348,82.433,81.198,68.505,TGT
Payables turnover,6.097,4.843,5.146,5.531,5.460,TGT
Inventory turnover,6.091,5.392,6.212,6.101,5.612,TGT
Fixed asset turnover,3.194,3.449,3.214,2.739,2.740,TGT
Asset turnover,2.046,1.970,1.826,1.826,1.825,TGT
Operating cash flow per share,8.695,17.671,21.025,13.930,11.300,TGT
Free cash flow per share,-3.268,10.410,15.733,8.005,4.648,TGT
Cash per share,7.730,22.323,32.271,8.587,2.944,TGT
Payout ratio,0.660,0.223,0.307,0.405,0.455,TGT
Operating cash flow sales ratio,0.037,0.081,0.112,0.091,0.079,TGT
Free cash flow operating cash flow ratio,-0.376,0.589,0.748,0.575,0.411,TGT
Cash flow coverage ratios,0.214,0.532,0.706,0.517,0.522,TGT
Short term coverage ratios,30.908,50.439,9.200,44.205,4.904,TGT
Capital expenditure coverage ratio,-0.727,-2.434,-3.973,-2.351,-1.699,TGT
Dividend paid and capex coverage ratio,-1.088,-4.321,-8.059,-4.194,-2.739,TGT
Dividend payout ratio,0.660,0.223,0.307,0.405,0.455,TGT
Price book value ratio,6.933,8.283,6.281,4.781,3.330,TGT
Price to book ratio,6.933,8.283,6.281,4.781,3.330,TGT
Price to sales ratio,0.714,1.002,0.969,0.724,0.499,TGT
Price earnings ratio,28.010,15.296,20.763,17.244,12.809,TGT
Price to free cash flows ratio,-51.569,20.910,11.515,13.833,15.312,TGT
Price to operating cash flows ratio,19.380,12.318,8.617,7.950,6.298,TGT
Price cash flow ratio,19.380,12.318,8.617,7.950,6.298,TGT
Price earnings to growth ratio,-0.485,0.242,0.580,1.100,2.963,TGT
Price sales ratio,0.714,1.002,0.969,0.724,0.499,TGT
Dividend yield,0.024,0.015,0.015,0.024,0.035,TGT
Enterprise value multiple,14.314,9.737,10.777,9.321,7.294,TGT
Price fair value,6.933,8.283,6.281,4.781,3.330,TGT
