,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),TGT,109120.0,109120.0,106005.0,93561.0,78112.0
Cost of revenue(figures in $M),TGT,82229.0,82229.0,74963.0,66177.0,54864.0
Gross profit(figures in $M),TGT,26891.0,26891.0,31042.0,27384.0,23248.0
Selling general and administrative(figures in $M),TGT,20658.0,20658.0,19752.0,18615.0,16233.0
Total operating expenses(figures in $M),TGT,23043.0,23043.0,22096.0,20845.0,18590.0
Operating income or loss(figures in $M),TGT,3848.0,3848.0,8946.0,6539.0,4658.0
Interest expense(figures in $M),TGT,478.0,478.0,421.0,977.0,477.0
Total other income/expenses net(figures in $M),TGT,48.0,48.0,382.0,-16.0,9.0
Income before tax(figures in $M),TGT,3418.0,3418.0,8907.0,5546.0,4190.0
Income tax expense(figures in $M),TGT,638.0,638.0,1961.0,1178.0,921.0
Income from continuing operations(figures in $M),TGT,2780.0,2780.0,6946.0,4368.0,3269.0
Net income(figures in $M),TGT,2780.0,2780.0,6946.0,4368.0,3281.0
Net income available to common shareholders(figures in $M),TGT,2780.0,2780.0,6946.0,4368.0,3281.0
Basic EPS(figures in $M),TGT,,6.02e-06,1.4230000000000001e-05,8.720000000000001e-06,6.4199999999999995e-06
Diluted EPS(figures in $M),TGT,,5.98e-06,1.4099999999999999e-05,8.64e-06,6.36e-06
Basic average shares(figures in $M),TGT,,462.1,488.1,500.6,510.9
Diluted average shares(figures in $M),TGT,,464.7,492.7,505.4,515.6
EBITDA(figures in $M),TGT,,6596.0,11970.0,9008.0,7271.0
