,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),TGT,2229.0,5911.0,8511.0,2577.0
Other short-term investments(figures in $M),TGT,1343.0,4985.0,7644.0,1810.0
Total cash(figures in $M),TGT,2229.0,5911.0,8511.0,2577.0
Net receivables(figures in $M),TGT,1169.0,835.0,631.0,0.0
Inventory(figures in $M),TGT,13499.0,13902.0,10653.0,8992.0
Other current assets(figures in $M),TGT,2118.0,1760.0,1592.0,1333.0
Total current assets(figures in $M),TGT,17846.0,21573.0,20756.0,12902.0
"Gross property, plant and equipment(figures in $M)",TGT,56800.0,51874.0,49384.0,48183.0
Accumulated depreciation(figures in $M),TGT,-22631.0,-21137.0,-20278.0,-19664.0
"Net property, plant and equipment(figures in $M)",TGT,34169.0,30737.0,29106.0,28519.0
Equity and other investments(figures in $M),TGT,440.0,470.0,450.0,418.0
Goodwill(figures in $M),TGT,0.0,631.0,631.0,0.0
Intangible assets(figures in $M),TGT,0.0,25.0,37.0,0.0
Other long-term assets(figures in $M),TGT,1320.0,1501.0,1386.0,1358.0
Total non-current assets(figures in $M),TGT,35489.0,32238.0,30492.0,29877.0
Total assets(figures in $M),TGT,53335.0,53811.0,51248.0,42779.0
Current debt(figures in $M),TGT,130.0,171.0,1144.0,161.0
Accounts payable(figures in $M),TGT,13487.0,15478.0,12859.0,9920.0
Taxes payable(figures in $M),TGT,0.0,0.0,473.0,0.0
Accrued liabilities(figures in $M),TGT,5883.0,6098.0,6122.0,4406.0
Other current liabilities(figures in $M),TGT,1492.0,1310.0,1034.0,955.0
Total current liabilities(figures in $M),TGT,19500.0,21747.0,20125.0,14487.0
Long-term debt(figures in $M),TGT,16009.0,13549.0,11536.0,11338.0
Deferred tax liabilities(figures in $M),TGT,2196.0,1566.0,990.0,1122.0
Deferred revenues(figures in $M),TGT,449.0,479.0,509.0,539.0
Other long-term liabilities(figures in $M),TGT,1760.0,1629.0,1939.0,1724.0
Total non-current liabilities(figures in $M),TGT,22603.0,19237.0,16683.0,16459.0
Total liabilities(figures in $M),TGT,42103.0,40984.0,36808.0,30946.0
Common stock(figures in $M),TGT,38.0,39.0,42.0,42.0
Retained earnings(figures in $M),TGT,5005.0,6920.0,8825.0,6433.0
Accumulated other comprehensive income(figures in $M),TGT,-419.0,-553.0,-756.0,-868.0
Total stockholders' equity(figures in $M),TGT,11232.0,12827.0,14440.0,11833.0
Total liabilities and stockholders' equity(figures in $M),TGT,53335.0,53811.0,51248.0,42779.0
