,2022,2021,2020,2019,2018,ticker
Current ratio,1.653,1.483,1.435,1.832,1.952,PDCO
Quick ratio,0.580,0.544,0.460,0.774,0.980,PDCO
Cash ratio,0.140,0.131,0.073,0.109,0.069,PDCO
Days of sales outstanding,25.112,27.735,27.692,38.113,55.219,PDCO
Days of inventory outstanding,55.034,57.109,69.061,63.364,66.718,PDCO
Operating cycle,80.146,84.844,96.753,101.477,121.937,PDCO
Days of payables outstanding,47.729,47.225,73.304,53.989,52.219,PDCO
Cash conversion cycle,32.418,37.619,23.449,47.489,69.718,PDCO
Gross profit margin,0.198,0.204,0.218,0.214,0.219,PDCO
Operating profit margin,0.024,0.036,0.023,0.025,0.040,PDCO
Pretax profit margin,0.041,0.034,-0.108,0.019,0.033,PDCO
Net profit margin,0.031,0.026,-0.107,0.015,0.037,PDCO
Effective tax rate,0.242,0.224,0.002,0.220,-0.121,PDCO
Return on assets,0.074,0.057,-0.217,0.026,0.058,PDCO
Return on equity,0.195,0.162,-0.705,0.056,0.137,PDCO
Return on capital employed,0.091,0.127,0.077,0.058,0.086,PDCO
Net income per EBT,0.763,0.780,0.998,0.787,1.121,PDCO
Ebt per ebit,1.696,0.949,-4.670,0.771,0.815,PDCO
Ebit per revenue,0.024,0.036,0.023,0.025,0.040,PDCO
Debt ratio,0.620,0.649,0.692,0.547,0.579,PDCO
Debt equity ratio,0.566,0.748,0.799,0.506,0.694,PDCO
Long term debt to capitalization,0.338,0.357,0.433,0.329,0.387,PDCO
Total debt to capitalization,0.361,0.428,0.444,0.336,0.410,PDCO
Interest coverage,7.739,8.673,3.026,3.472,4.704,PDCO
Cash flow to debt ratio,-1.662,-1.012,-0.364,0.064,0.176,PDCO
Company equity multiplier,2.630,2.852,3.246,2.208,2.375,PDCO
Receivables turnover,14.535,13.160,13.181,9.577,6.610,PDCO
Payables turnover,7.647,7.729,4.979,6.761,6.990,PDCO
Inventory turnover,6.632,6.391,5.285,5.760,5.471,PDCO
Fixed asset turnover,22.896,19.929,14.344,18.230,18.809,PDCO
Asset turnover,2.371,2.149,2.022,1.705,1.574,PDCO
Operating cash flow per share,-10.085,-7.641,-2.587,0.519,1.935,PDCO
Free cash flow per share,-10.478,-7.911,-3.031,-0.136,1.467,PDCO
Cash per share,1.460,1.498,0.828,1.031,0.681,PDCO
Payout ratio,0.498,0.482,-0.170,1.189,0.494,PDCO
Operating cash flow sales ratio,-0.151,-0.124,-0.044,0.009,0.033,PDCO
Free cash flow operating cash flow ratio,1.039,1.035,1.172,-0.261,0.758,PDCO
Cash flow coverage ratios,-1.662,-1.012,-0.364,0.064,0.176,PDCO
Short term coverage ratios,-16.813,-3.927,-7.931,2.009,1.932,PDCO
Capital expenditure coverage ratio,25.608,28.328,5.825,-0.793,-4.135,PDCO
Dividend paid and capex coverage ratio,-15.620,-14.789,-4.154,1.243,3.198,PDCO
Dividend payout ratio,0.498,0.482,-0.170,1.189,0.494,PDCO
Price book value ratio,2.871,3.316,1.722,1.372,1.503,PDCO
Price to book ratio,2.871,3.316,1.722,1.372,1.503,PDCO
Price to sales ratio,0.461,0.541,0.262,0.364,0.402,PDCO
Price earnings ratio,14.730,20.507,-2.444,24.290,10.932,PDCO
Price to free cash flows ratio,-2.937,-4.229,-5.048,-161.525,16.198,PDCO
Price to operating cash flows ratio,-3.051,-4.379,-5.915,42.181,12.281,PDCO
Price cash flow ratio,-3.051,-4.379,-5.915,42.181,12.281,PDCO
Price earnings to growth ratio,0.522,0.163,0.003,-0.415,0.532,PDCO
Price sales ratio,0.461,0.541,0.262,0.364,0.402,PDCO
Dividend yield,0.034,0.024,0.070,0.049,0.045,PDCO
Enterprise value multiple,12.903,12.462,9.735,11.742,10.163,PDCO
Price fair value,2.871,3.316,1.722,1.372,1.503,PDCO
