,2022,2021,2020,2019,2018,ticker
Current ratio,1.234,1.361,1.506,1.456,1.255,DOV
Quick ratio,0.684,0.770,0.949,0.923,0.816,DOV
Cash ratio,0.137,0.171,0.295,0.227,0.199,DOV
Days of sales outstanding,65.074,62.203,62.104,62.255,64.305,DOV
Days of inventory outstanding,91.617,88.054,72.467,65.163,61.660,DOV
Operating cycle,156.691,150.257,134.571,127.418,125.965,DOV
Days of payables outstanding,71.608,79.366,74.040,79.483,79.836,DOV
Cash conversion cycle,85.083,70.891,60.531,47.935,46.129,DOV
Gross profit margin,0.360,0.376,0.370,0.367,0.366,DOV
Operating profit margin,0.162,0.162,0.140,0.137,0.121,DOV
Pretax profit margin,0.151,0.177,0.126,0.118,0.104,DOV
Net profit margin,0.125,0.142,0.102,0.095,0.082,DOV
Effective tax rate,0.173,0.198,0.188,0.196,0.185,DOV
Return on assets,0.098,0.108,0.075,0.078,0.068,DOV
Return on equity,0.249,0.268,0.202,0.224,0.206,DOV
Return on capital employed,0.170,0.157,0.126,0.141,0.132,DOV
Net income per EBT,0.827,0.802,0.812,0.804,0.786,DOV
Ebt per ebit,0.933,1.093,0.902,0.865,0.860,DOV
Ebit per revenue,0.162,0.162,0.140,0.137,0.121,DOV
Debt ratio,0.607,0.597,0.630,0.650,0.669,DOV
Debt equity ratio,0.858,0.746,0.933,1.012,1.143,DOV
Long term debt to capitalization,0.407,0.419,0.479,0.496,0.515,DOV
Total debt to capitalization,0.462,0.427,0.483,0.503,0.533,DOV
Interest coverage,11.844,12.053,8.335,7.748,6.437,DOV
Cash flow to debt ratio,0.219,0.357,0.350,0.308,0.252,DOV
Company equity multiplier,2.542,2.483,2.703,2.859,3.022,DOV
Receivables turnover,5.609,5.868,5.877,5.863,5.676,DOV
Payables turnover,5.097,4.599,4.930,4.592,4.572,DOV
Inventory turnover,3.984,4.145,5.037,5.601,5.920,DOV
Fixed asset turnover,8.467,8.260,7.449,8.472,8.670,DOV
Asset turnover,0.781,0.760,0.730,0.823,0.836,DOV
Operating cash flow per share,5.647,7.753,7.670,6.510,5.329,DOV
Free cash flow per share,4.098,6.562,6.519,5.224,4.188,DOV
Cash per share,2.669,2.679,3.562,2.736,2.644,DOV
Payout ratio,0.270,0.255,0.416,0.416,0.497,DOV
Operating cash flow sales ratio,0.095,0.141,0.165,0.132,0.114,DOV
Free cash flow operating cash flow ratio,0.726,0.846,0.850,0.802,0.786,DOV
Cash flow coverage ratios,0.219,0.357,0.350,0.308,0.252,DOV
Short term coverage ratios,1.095,10.557,22.624,11.161,3.625,DOV
Capital expenditure coverage ratio,-3.646,-6.508,-6.668,-5.060,-4.671,DOV
Dividend paid and capex coverage ratio,12.100,9.667,9.314,9.910,7.094,DOV
Dividend payout ratio,0.270,0.255,0.416,0.416,0.497,DOV
Price book value ratio,4.507,6.239,5.371,5.518,3.841,DOV
Price to book ratio,4.507,6.239,5.371,5.518,3.841,DOV
Price to sales ratio,2.271,3.305,2.721,2.345,1.521,DOV
Price earnings ratio,18.135,23.257,26.610,24.687,18.647,DOV
Price to free cash flows ratio,33.040,27.675,19.365,22.064,16.942,DOV
Price to operating cash flows ratio,23.979,23.423,16.461,17.704,13.315,DOV
Price cash flow ratio,23.979,23.423,16.461,17.704,13.315,DOV
Price earnings to growth ratio,-4.166,0.359,17.752,1.078,-0.689,DOV
Price sales ratio,2.271,3.305,2.721,2.345,1.521,DOV
Dividend yield,0.015,0.011,0.016,0.017,0.027,DOV
Enterprise value multiple,13.215,18.150,16.930,14.798,11.986,DOV
Price fair value,4.507,6.239,5.371,5.518,3.841,DOV
