,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ORLY,14409.86,14409.86,13327.563,11604.493,10149.985
Cost of revenue(figures in $M),ORLY,7028.154,7028.154,6307.614,5518.801,4755.294
Gross profit(figures in $M),ORLY,7381.706,7381.706,7019.949,6085.692,5394.691
Selling general and administrative(figures in $M),ORLY,4427.215,4427.215,4102.781,3666.356,3473.965
Total operating expenses(figures in $M),ORLY,4427.215,4427.215,4102.781,3666.356,3473.965
Operating income or loss(figures in $M),ORLY,2954.491,2954.491,2917.168,2419.336,1920.726
Interest expense(figures in $M),ORLY,157.72,157.72,144.768,161.126,139.975
Total other income/expenses net(figures in $M),ORLY,-2.879,-2.879,7.543,5.704,7.033
Income before tax(figures in $M),ORLY,2798.655,2798.655,2781.914,2266.405,1790.329
Income tax expense(figures in $M),ORLY,626.005,626.005,617.229,514.103,399.287
Income from continuing operations(figures in $M),ORLY,2172.65,2172.65,2164.685,1752.302,1391.042
Net income(figures in $M),ORLY,2172.65,2172.65,2164.685,1752.302,1391.042
Net income available to common shareholders(figures in $M),ORLY,2172.65,2172.65,2164.685,1752.302,1391.042
Basic EPS(figures in $M),ORLY,,,3.139e-05,2.374e-05,1.807e-05
Diluted EPS(figures in $M),ORLY,,,3.1100000000000004e-05,2.353e-05,1.7879999999999998e-05
Basic average shares(figures in $M),ORLY,,,68.967,73.817,76.985
Diluted average shares(figures in $M),ORLY,,,69.611,74.462,77.788
EBITDA(figures in $M),ORLY,,3314.308,3254.899,2742.166,2201.179
