,2022,2021,2020,2019,2018,ticker
Current ratio,0.715,0.767,0.855,0.858,0.910,ORLY
Quick ratio,0.082,0.127,0.151,0.075,0.077,ORLY
Cash ratio,0.015,0.062,0.088,0.009,0.008,ORLY
Days of sales outstanding,11.909,10.562,10.389,10.587,10.341,ORLY
Days of inventory outstanding,226.387,213.318,241.613,265.124,259.219,ORLY
Operating cycle,238.296,223.881,252.002,275.711,269.560,ORLY
Days of payables outstanding,305.432,271.702,276.763,276.686,274.079,ORLY
Cash conversion cycle,-67.136,-47.821,-24.761,-0.975,-4.519,ORLY
Gross profit margin,0.512,0.527,0.524,0.531,0.528,ORLY
Operating profit margin,0.205,0.219,0.208,0.189,0.190,ORLY
Pretax profit margin,0.194,0.209,0.195,0.176,0.178,ORLY
Net profit margin,0.151,0.162,0.151,0.137,0.139,ORLY
Effective tax rate,0.224,0.222,0.227,0.223,0.218,ORLY
Return on assets,0.172,0.185,0.151,0.130,0.166,ORLY
Return on equity,-2.048,-32.589,12.493,3.501,3.745,ORLY
Return on capital employed,0.531,0.499,0.382,0.307,0.444,ORLY
Net income per EBT,0.776,0.778,0.773,0.777,0.782,ORLY
Ebt per ebit,0.947,0.954,0.937,0.932,0.933,ORLY
Ebit per revenue,0.205,0.219,0.208,0.189,0.190,ORLY
Debt ratio,1.084,1.006,0.988,0.963,0.956,ORLY
Debt equity ratio,-6.170,-88.321,43.952,14.753,9.662,ORLY
Long term debt to capitalization,1.207,1.012,0.977,0.933,0.906,ORLY
Total debt to capitalization,1.193,1.011,0.978,0.937,0.906,ORLY
Interest coverage,18.733,20.151,15.015,13.722,14.863,ORLY
Cash flow to debt ratio,0.481,0.547,0.460,0.291,0.506,ORLY
Company equity multiplier,-11.905,-176.425,82.681,26.972,22.566,ORLY
Receivables turnover,30.648,34.557,35.134,34.476,35.296,ORLY
Payables turnover,1.195,1.343,1.319,1.319,1.332,ORLY
Inventory turnover,1.612,1.711,1.511,1.377,1.408,ORLY
Fixed asset turnover,2.205,2.151,1.905,1.727,2.659,ORLY
Asset turnover,1.141,1.137,1.001,0.947,1.195,ORLY
Operating cash flow per share,48.907,46.505,38.428,22.192,21.221,ORLY
Free cash flow per share,40.156,40.084,32.120,14.034,15.027,ORLY
Cash per share,1.687,5.251,6.308,0.525,0.385,ORLY
Payout ratio,0,0,0,0,0,ORLY
Operating cash flow sales ratio,0.218,0.241,0.244,0.168,0.181,ORLY
Free cash flow operating cash flow ratio,0.821,0.862,0.836,0.632,0.708,ORLY
Cash flow coverage ratios,0.481,0.547,0.460,0.291,0.506,ORLY
Short term coverage ratios,8.585,9.494,8.788,5.406,0,ORLY
Capital expenditure coverage ratio,-5.589,-7.242,-6.093,-2.720,-3.426,ORLY
Dividend paid and capex coverage ratio,-5.589,-7.242,-6.093,-2.720,-3.426,ORLY
Dividend payout ratio,0,0,0,0,0,ORLY
Price book value ratio,-51.220,-733.279,238.185,84.913,79.257,ORLY
Price to book ratio,-51.220,-733.279,238.185,84.913,79.257,ORLY
Price to sales ratio,3.770,3.655,2.879,3.324,2.939,ORLY
Price earnings ratio,25.007,22.501,19.065,24.255,21.163,ORLY
Price to free cash flows ratio,21.019,17.619,14.090,31.228,22.914,ORLY
Price to operating cash flows ratio,17.258,15.186,11.777,19.748,16.226,ORLY
Price cash flow ratio,17.258,15.186,11.777,19.748,16.226,ORLY
Price earnings to growth ratio,3.326,0.698,0.608,2.192,0.786,ORLY
Price sales ratio,3.770,3.655,2.879,3.324,2.939,ORLY
Dividend yield,0,0,0,0,0,ORLY
Enterprise value multiple,18.335,16.655,14.261,17.973,15.139,ORLY
Price fair value,-51.220,-733.279,238.185,84.913,79.257,ORLY
