,2022,2021,2020,2019,2018,ticker
Current ratio,1.829,2.109,1.928,1.867,1.442,SE
Quick ratio,1.331,1.681,1.502,1.445,1.114,SE
Cash ratio,0.869,1.289,1.330,1.320,0.845,SE
Days of sales outstanding,68.487,69.859,55.754,32.176,140.300,SE
Days of inventory outstanding,5.510,7.078,7.744,6.259,16.937,SE
Operating cycle,73.997,76.936,63.498,38.436,157.237,SE
Days of payables outstanding,12.996,12.865,14.668,16.123,16.701,SE
Cash conversion cycle,61.001,64.071,48.830,22.313,140.536,SE
Gross profit margin,0.416,0.391,0.308,0.278,0.018,SE
Operating profit margin,-0.091,-0.159,-0.298,-0.410,-1.196,SE
Pretax profit margin,-0.121,-0.172,-0.339,-0.629,-1.153,SE
Net profit margin,-0.134,-0.206,-0.371,-0.669,-1.158,SE
Effective tax rate,-0.112,-0.194,-0.095,-0.063,-0.004,SE
Return on assets,-0.098,-0.109,-0.155,-0.278,-0.437,SE
Return on equity,-0.292,-0.277,-0.480,-1.251,3.940,SE
Return on capital employed,-0.113,-0.137,-0.224,-0.311,-0.983,SE
Net income per EBT,1.112,1.194,1.095,1.063,1.004,SE
Ebt per ebit,1.325,1.083,1.138,1.536,0.965,SE
Ebit per revenue,-0.091,-0.159,-0.298,-0.410,-1.196,SE
Debt ratio,0.658,0.604,0.673,0.776,1.109,SE
Debt equity ratio,0.785,0.575,0.619,1.366,-4.375,SE
Long term debt to capitalization,0.417,0.349,0.374,0.564,1.297,SE
Total debt to capitalization,0.440,0.365,0.382,0.577,1.296,SE
Interest coverage,-24.949,-11.393,-8.792,-18.487,-31.595,SE
Cash flow to debt ratio,-0.235,0.049,0.266,0.044,-0.466,SE
Company equity multiplier,2.975,2.535,3.091,4.494,-9.018,SE
Receivables turnover,5.329,5.225,6.547,11.344,2.602,SE
Payables turnover,28.086,28.371,24.884,22.639,21.855,SE
Inventory turnover,66.240,51.570,47.132,58.312,21.550,SE
Fixed asset turnover,5.307,5.927,7.047,4.337,4.299,SE
Asset turnover,0.732,0.531,0.418,0.416,0.377,SE
Operating cash flow per share,-1.892,0.392,1.165,0.160,-1.463,SE
Free cash flow per share,-3.641,-1.124,0.417,-0.406,-1.990,SE
Cash per share,12.352,19.071,13.186,7.378,2.965,SE
Payout ratio,0,0,0,0,0,SE
Operating cash flow sales ratio,-0.085,0.021,0.127,0.032,-0.599,SE
Free cash flow operating cash flow ratio,1.925,-2.869,0.358,-2.537,1.360,SE
Cash flow coverage ratios,-0.235,0.049,0.266,0.044,-0.466,SE
Short term coverage ratios,-2.710,0.728,7.461,0.803,-578.528,SE
Capital expenditure coverage ratio,1.081,-0.258,-1.557,-0.283,2.775,SE
Dividend paid and capex coverage ratio,1.081,-0.258,-1.557,-0.283,2.775,SE
Dividend payout ratio,0,0,0,0,0,SE
Price book value ratio,5.081,16.107,28.082,15.106,-15.759,SE
Price to book ratio,5.081,16.107,28.082,15.106,-15.759,SE
Price to sales ratio,2.333,11.971,21.711,8.072,4.633,SE
Price earnings ratio,-17.400,-58.188,-58.466,-12.073,-4.000,SE
Price to free cash flows ratio,-14.291,-199.108,477.831,-99.079,-5.687,SE
Price to operating cash flows ratio,-27.507,571.158,170.903,251.344,-7.737,SE
Price cash flow ratio,-27.507,571.158,170.903,251.344,-7.737,SE
Price earnings to growth ratio,-0.786,4.496,27.813,0.683,0.989,SE
Price sales ratio,2.333,11.971,21.711,8.072,4.633,SE
Dividend yield,0,0,0,0,0,SE
Enterprise value multiple,-27.033,-73.807,-71.113,-12.050,-4.595,SE
Price fair value,5.081,16.107,28.082,15.106,-15.759,SE
