,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),SE,12449.705,12449.705,9955.19,4375.664,2175.378
Cost of revenue(figures in $M),SE,7264.428,7264.428,6059.455,3026.759,1570.458
Gross profit(figures in $M),SE,5185.277,5185.277,3895.735,1348.905,604.92
Research development(figures in $M),SE,1376.501,1376.501,831.703,353.785,156.634
Selling general and administrative(figures in $M),SE,4706.835,4706.835,4935.038,2488.09,1355.408
Total operating expenses(figures in $M),SE,6317.842,6317.842,5478.795,2652.23,1496.152
Operating income or loss(figures in $M),SE,-1132.565,-1132.565,-1583.06,-1303.325,-891.232
Interest expense(figures in $M),SE,45.396,45.396,138.945,148.243,48.208
Total other income/expenses net(figures in $M),SE,-438.087,-438.087,-29.261,-56.474,-463.114
Income before tax(figures in $M),SE,-1500.533,-1500.533,-1715.184,-1483.238,-1368.619
Income tax expense(figures in $M),SE,168.395,168.395,332.865,141.64,85.864
Income from continuing operations(figures in $M),SE,-1657.772,-1657.772,-2043.03,-1624.157,-1457.722
Net income(figures in $M),SE,-1651.421,-1651.421,-2046.759,-1618.056,-1462.799
Net income available to common shareholders(figures in $M),SE,-1651.421,-1651.421,-2046.759,-1618.056,-1462.799
Basic EPS(figures in $M),SE,,-2.96e-06,-3.84e-06,-3.39e-06,-3.35e-06
Diluted EPS(figures in $M),SE,,-2.96e-06,-3.84e-06,-3.39e-06,-3.35e-06
Basic average shares(figures in $M),SE,,558.12,532.706,477.265,436.602
Diluted average shares(figures in $M),SE,,558.12,532.706,477.265,436.602
EBITDA(figures in $M),SE,,-1455.137,-1576.239,-1334.995,-1320.411
