,2022,2021,2020,2019,2018,ticker
Current ratio,0.808,0.523,1.300,0.772,0.735,DTE
Quick ratio,0.428,0.293,0.857,0.495,0.443,DTE
Cash ratio,0.006,0.004,0.191,0.023,0.016,DTE
Days of sales outstanding,41.420,44.637,53.714,54.365,48.720,DTE
Days of inventory outstanding,22.097,26.932,31.475,29.885,26.760,DTE
Operating cycle,63.517,71.570,85.190,84.250,75.479,DTE
Days of payables outstanding,37.626,44.385,45.235,42.367,43.851,DTE
Cash conversion cycle,25.891,27.184,39.955,41.884,31.628,DTE
Gross profit margin,0.191,0.223,0.318,0.268,0.222,DTE
Operating profit margin,0.091,0.100,0.163,0.135,0.112,DTE
Pretax profit margin,0.058,0.044,0.126,0.105,0.086,DTE
Net profit margin,0.056,0.061,0.112,0.092,0.079,DTE
Effective tax rate,0.026,-0.198,0.109,0.115,0.081,DTE
Return on assets,0.025,0.023,0.030,0.028,0.031,DTE
Return on equity,0.104,0.104,0.110,0.100,0.109,DTE
Return on capital employed,0.047,0.045,0.046,0.045,0.050,DTE
Net income per EBT,0.974,1.383,0.889,0.883,0.921,DTE
Ebt per ebit,0.636,0.439,0.774,0.776,0.763,DTE
Ebit per revenue,0.091,0.100,0.163,0.135,0.112,DTE
Debt ratio,0.756,0.781,0.723,0.717,0.705,DTE
Debt equity ratio,1.851,2.097,1.582,1.509,1.391,DTE
Long term debt to capitalization,0.620,0.627,0.606,0.579,0.542,DTE
Total debt to capitalization,0.649,0.677,0.613,0.601,0.582,DTE
Interest coverage,2.590,2.373,2.758,2.663,2.852,DTE
Cash flow to debt ratio,0.103,0.168,0.188,0.150,0.188,DTE
Company equity multiplier,4.105,4.563,3.662,3.588,3.545,DTE
Receivables turnover,8.812,8.177,6.795,6.714,7.492,DTE
Payables turnover,9.701,8.223,8.069,8.615,8.324,DTE
Inventory turnover,16.518,13.552,11.596,12.213,13.640,DTE
Fixed asset turnover,0.666,0.553,0.433,0.497,0.656,DTE
Asset turnover,0.450,0.377,0.268,0.302,0.392,DTE
Operating cash flow per share,10.138,15.891,19.155,14.319,14.807,DTE
Free cash flow per share,-7.185,-3.653,-0.829,-1.881,-0.182,DTE
Cash per share,0.169,0.145,2.663,0.503,0.392,DTE
Payout ratio,0.633,0.872,0.556,0.592,0.554,DTE
Operating cash flow sales ratio,0.103,0.205,0.304,0.209,0.189,DTE
Free cash flow operating cash flow ratio,-0.709,-0.230,-0.043,-0.131,-0.012,DTE
Cash flow coverage ratios,0.103,0.168,0.188,0.150,0.188,DTE
Short term coverage ratios,0.860,0.841,6.846,1.711,1.271,DTE
Capital expenditure coverage ratio,-0.585,-0.813,-0.959,-0.884,-0.988,DTE
Dividend paid and capex coverage ratio,-0.734,-1.029,-1.194,-1.149,-1.280,DTE
Dividend payout ratio,0.633,0.872,0.556,0.592,0.554,DTE
Price book value ratio,2.204,2.650,1.605,1.752,1.660,DTE
Price to book ratio,2.204,2.650,1.605,1.752,1.660,DTE
Price to sales ratio,1.192,1.542,1.638,1.614,1.196,DTE
Price earnings ratio,21.162,25.437,14.578,17.492,15.170,DTE
Price to free cash flows ratio,-16.359,-32.725,-124.639,-58.758,-514.875,DTE
Price to operating cash flows ratio,11.592,7.522,5.394,7.719,6.340,DTE
Price cash flow ratio,11.592,7.522,5.394,7.719,6.340,DTE
Price earnings to growth ratio,1.138,-0.748,1.197,7.721,-6.848,DTE
Price sales ratio,1.192,1.542,1.638,1.614,1.196,DTE
Dividend yield,0.030,0.034,0.038,0.034,0.036,DTE
Enterprise value multiple,12.974,13.665,11.027,12.439,10.742,DTE
Price fair value,2.204,2.650,1.605,1.752,1.660,DTE
