,2017,2016,2015,2014,2013,ticker
Current ratio,0.670,0.753,0.703,0.621,0.642,ESRX
Quick ratio,0.525,0.617,0.578,0.459,0.454,ESRX
Cash ratio,0.129,0.187,0.186,0.108,0.150,ESRX
Days of sales outstanding,25.739,25.703,24.110,21.634,14.105,ESRX
Days of inventory outstanding,8.495,7.800,7.910,8.297,7.117,ESRX
Operating cycle,34.234,33.503,32.021,29.931,21.222,ESRX
Days of payables outstanding,15.014,15.432,13.497,12.318,11.030,ESRX
Cash conversion cycle,19.219,18.071,18.524,17.613,10.192,ESRX
Gross profit margin,0.088,0.086,0.083,0.079,0.078,ESRX
Operating profit margin,0.055,0.051,0.043,0.036,0.034,ESRX
Pretax profit margin,0.049,0.044,0.038,0.030,0.029,ESRX
Net profit margin,0.045,0.034,0.024,0.020,0.018,ESRX
Effective tax rate,0.081,0.226,0.353,0.336,0.364,ESRX
Return on assets,0.083,0.066,0.047,0.037,0.034,ESRX
Return on equity,0.249,0.210,0.143,0.100,0.084,ESRX
Return on capital employed,0.151,0.144,0.120,0.098,0.088,ESRX
Net income per EBT,0.916,0.769,0.641,0.655,0.609,ESRX
Ebt per ebit,0.897,0.870,0.890,0.851,0.853,ESRX
Ebit per revenue,0.055,0.051,0.043,0.036,0.034,ESRX
Debt ratio,0.666,0.686,0.674,0.627,0.592,ESRX
Debt equity ratio,0.884,0.959,0.898,0.677,0.639,ESRX
Long term debt to capitalization,0.453,0.478,0.445,0.354,0.361,ESRX
Total debt to capitalization,0.469,0.490,0.473,0.404,0.390,ESRX
Interest coverage,9.038,7.323,8.673,6.180,5.958,ESRX
Cash flow to debt ratio,0.334,0.316,0.311,0.335,0.341,ESRX
Company equity multiplier,2.994,3.187,3.065,2.683,2.452,ESRX
Receivables turnover,14.181,14.201,15.139,16.871,25.877,ESRX
Payables turnover,24.310,23.652,27.044,29.631,33.092,ESRX
Inventory turnover,42.968,46.793,46.142,43.991,51.289,ESRX
Fixed asset turnover,73.243,78.743,78.798,63.691,62.752,ESRX
Asset turnover,1.844,1.938,1.911,1.875,1.944,ESRX
Operating cash flow per share,9.225,7.847,7.037,6.063,5.884,ESRX
Free cash flow per share,8.764,7.320,6.607,5.481,5.360,ESRX
Cash per share,3.981,4.909,4.625,2.442,2.463,ESRX
Payout ratio,0,0,0,0,0,ESRX
Operating cash flow sales ratio,0.053,0.049,0.048,0.045,0.046,ESRX
Free cash flow operating cash flow ratio,0.950,0.933,0.939,0.904,0.911,ESRX
Cash flow coverage ratios,0.334,0.316,0.311,0.335,0.341,ESRX
Short term coverage ratios,5.181,6.811,2.945,1.780,3.003,ESRX
Capital expenditure coverage ratio,-20.012,-14.889,-16.385,-10.419,-11.247,ESRX
Dividend paid and capex coverage ratio,-20.012,-14.889,-16.385,-10.419,-11.247,ESRX
Dividend payout ratio,0,0,0,0,0,ESRX
Price book value ratio,2.390,2.656,3.467,3.168,2.601,ESRX
Price to book ratio,2.390,2.656,3.467,3.168,2.601,ESRX
Price to sales ratio,0.433,0.430,0.592,0.630,0.546,ESRX
Price earnings ratio,9.585,12.667,24.320,31.644,30.790,ESRX
Price to free cash flows ratio,8.517,9.397,13.229,15.448,13.103,ESRX
Price to operating cash flows ratio,8.091,8.766,12.422,13.965,11.938,ESRX
Price cash flow ratio,8.091,8.766,12.422,13.965,11.938,ESRX
Price earnings to growth ratio,0.221,0.247,0.716,1.804,1.155,ESRX
Price sales ratio,0.433,0.430,0.592,0.630,0.546,ESRX
Dividend yield,0,0,0,0,0,ESRX
Enterprise value multiple,7.782,7.668,10.840,12.833,11.474,ESRX
Price fair value,2.390,2.656,3.467,3.168,2.601,ESRX
