,2022,2021,2020,2019,2018,ticker
Current ratio,0.767,1.197,1.063,0.917,2.198,SBUX
Quick ratio,0.476,0.927,0.751,0.589,1.862,SBUX
Cash ratio,0.308,0.792,0.592,0.436,1.540,SBUX
Days of sales outstanding,13.304,11.806,13.710,12.106,24.341,SBUX
Days of inventory outstanding,33.270,28.323,30.677,29.349,29.433,SBUX
Operating cycle,46.574,40.129,44.387,41.455,53.774,SBUX
Days of payables outstanding,22.032,21.395,19.732,22.830,24.784,SBUX
Cash conversion cycle,24.542,18.734,24.655,18.625,28.990,SBUX
Gross profit margin,0.260,0.289,0.215,0.282,0.297,SBUX
Operating profit margin,0.143,0.168,0.066,0.154,0.157,SBUX
Pretax profit margin,0.131,0.184,0.050,0.168,0.234,SBUX
Net profit margin,0.102,0.145,0.039,0.136,0.183,SBUX
Effective tax rate,0.224,0.216,0.206,0.195,0.218,SBUX
Return on assets,0.117,0.134,0.032,0.187,0.187,SBUX
Return on equity,-0.377,-0.789,-0.119,-0.578,3.863,SBUX
Return on capital employed,0.245,0.210,0.071,0.312,0.210,SBUX
Net income per EBT,0.775,0.784,0.797,0.806,0.782,SBUX
Ebt per ebit,0.916,1.100,0.746,1.095,1.488,SBUX
Ebit per revenue,0.143,0.168,0.066,0.154,0.157,SBUX
Debt ratio,1.311,1.169,1.266,1.324,0.951,SBUX
Debt equity ratio,-2.734,-4.436,-3.236,-1.792,8.072,SBUX
Long term debt to capitalization,1.730,1.332,1.538,2.263,0.886,SBUX
Total debt to capitalization,1.577,1.291,1.447,2.263,0.890,SBUX
Interest coverage,9.563,10.371,3.574,12.320,22.803,SBUX
Cash flow to debt ratio,0.185,0.254,0.063,0.452,1.265,SBUX
Company equity multiplier,-3.213,-5.900,-3.764,-3.084,20.655,SBUX
Receivables turnover,27.435,30.916,26.622,30.151,14.995,SBUX
Payables turnover,16.567,17.060,18.498,15.988,14.727,SBUX
Inventory turnover,10.971,12.887,11.898,12.437,12.401,SBUX
Fixed asset turnover,2.213,1.990,1.636,4.122,4.169,SBUX
Asset turnover,1.153,0.926,0.801,1.379,1.023,SBUX
Operating cash flow per share,3.831,5.086,1.362,4.261,9.119,SBUX
Free cash flow per share,2.227,3.838,0.097,2.735,7.609,SBUX
Cash per share,2.773,5.620,3.948,2.327,6.827,SBUX
Payout ratio,0.690,0.505,2.072,0.489,0.386,SBUX
Operating cash flow sales ratio,0.136,0.206,0.068,0.190,0.483,SBUX
Free cash flow operating cash flow ratio,0.581,0.755,0.071,0.642,0.834,SBUX
Cash flow coverage ratios,0.185,0.254,0.063,0.452,1.265,SBUX
Short term coverage ratios,1.387,2.662,0.544,0,34.118,SBUX
Capital expenditure coverage ratio,-2.388,-4.074,-1.077,-2.794,-6.040,SBUX
Dividend paid and capex coverage ratio,10.420,9.228,3.632,-111.413,-51.235,SBUX
Dividend payout ratio,0.690,0.505,2.072,0.489,0.386,SBUX
Price book value ratio,-11.288,-24.666,-12.938,-16.807,62.214,SBUX
Price to book ratio,-11.288,-24.666,-12.938,-16.807,62.214,SBUX
Price to sales ratio,3.048,4.517,4.294,3.951,2.943,SBUX
Price earnings ratio,29.950,31.256,108.786,29.102,16.103,SBUX
Price to free cash flows ratio,38.452,29.045,884.290,32.324,7.304,SBUX
Price to operating cash flows ratio,22.351,21.916,63.203,20.753,6.095,SBUX
Price cash flow ratio,22.351,21.916,63.203,20.753,6.095,SBUX
Price earnings to growth ratio,-1.506,0.089,-1.470,-2.441,0.221,SBUX
Price sales ratio,3.048,4.517,4.294,3.951,2.943,SBUX
Dividend yield,0.023,0.016,0.019,0.017,0.024,SBUX
Enterprise value multiple,18.961,22.294,36.028,19.658,10.121,SBUX
Price fair value,-11.288,-24.666,-12.938,-16.807,62.214,SBUX
