,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),AA,1363.0,1814.0,1607.0,879.0
Total cash(figures in $M),AA,1363.0,1814.0,1607.0,879.0
Net receivables(figures in $M),AA,778.0,757.0,471.0,546.0
Inventory(figures in $M),AA,2427.0,1956.0,1398.0,1644.0
Other current assets(figures in $M),AA,417.0,358.0,290.0,288.0
Total current assets(figures in $M),AA,5250.0,5026.0,4520.0,3530.0
"Gross property, plant and equipment(figures in $M)",AA,19605.0,19753.0,20522.0,21706.0
Accumulated depreciation(figures in $M),AA,-13112.0,-13130.0,-13332.0,-13790.0
"Net property, plant and equipment(figures in $M)",AA,6493.0,6623.0,7190.0,7916.0
Equity and other investments(figures in $M),AA,1143.0,1199.0,1051.0,1113.0
Goodwill(figures in $M),AA,145.0,144.0,145.0,150.0
Intangible assets(figures in $M),AA,29.0,36.0,45.0,52.0
Other long-term assets(figures in $M),AA,1587.0,1644.0,1444.0,1414.0
Total non-current assets(figures in $M),AA,9533.0,9977.0,10344.0,11110.0
Total assets(figures in $M),AA,14783.0,15003.0,14864.0,14640.0
Current debt(figures in $M),AA,1.0,1.0,2.0,1.0
Accounts payable(figures in $M),AA,1757.0,1674.0,1403.0,1484.0
Other current liabilities(figures in $M),AA,681.0,791.0,870.0,561.0
Total current liabilities(figures in $M),AA,3004.0,3223.0,2761.0,2563.0
Long-term debt(figures in $M),AA,1806.0,1726.0,2463.0,1799.0
Deferred revenues(figures in $M),AA,28.0,36.0,45.0,52.0
Other long-term liabilities(figures in $M),AA,486.0,599.0,515.0,371.0
Total non-current liabilities(figures in $M),AA,5207.0,5531.0,7112.0,6221.0
Total liabilities(figures in $M),AA,8211.0,8754.0,9873.0,8784.0
Common stock(figures in $M),AA,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),AA,-549.0,-315.0,-725.0,-555.0
Accumulated other comprehensive income(figures in $M),AA,-3578.0,-4626.0,-5653.0,-5004.0
Total stockholders' equity(figures in $M),AA,5058.0,4638.0,3287.0,4082.0
Total liabilities and stockholders' equity(figures in $M),AA,14783.0,15003.0,14864.0,14640.0
