,2022,2021,2020,2019,2018,ticker
Current ratio,12.709,14.455,27.924,20.115,7.078,BLK
Quick ratio,8.253,14.584,11.867,6.862,7.078,BLK
Cash ratio,5.731,6.674,8.428,4.138,5.022,BLK
Days of sales outstanding,66.657,71.384,79.622,79.808,68.306,BLK
Days of inventory outstanding,0,0,0,0,0,BLK
Operating cycle,66.657,71.384,79.622,79.808,68.306,BLK
Days of payables outstanding,0,0,0,59.716,67.436,BLK
Cash conversion cycle,66.657,71.384,79.622,20.092,0.870,BLK
Gross profit margin,0.492,0.507,0.510,0.509,0.507,BLK
Operating profit margin,0.357,0.385,0.351,0.382,0.384,BLK
Pretax profit margin,0.352,0.422,0.403,0.398,0.379,BLK
Net profit margin,0.290,0.305,0.304,0.308,0.303,BLK
Effective tax rate,0.206,0.241,0.190,0.218,0.200,BLK
Return on assets,0.044,0.039,0.028,0.027,0.027,BLK
Return on equity,0.137,0.157,0.140,0.133,0.133,BLK
Return on capital employed,0.055,0.049,0.032,0.033,0.034,BLK
Net income per EBT,0.823,0.722,0.756,0.773,0.800,BLK
Ebt per ebit,0.985,1.097,1.146,1.043,0.986,BLK
Ebit per revenue,0.357,0.385,0.351,0.382,0.384,BLK
Debt ratio,0.670,0.745,0.787,0.793,0.797,BLK
Debt equity ratio,0.274,0.446,0.206,0.148,0.156,BLK
Long term debt to capitalization,0.184,0.198,0.171,0.129,0.135,BLK
Total debt to capitalization,0.215,0.308,0.171,0.129,0.135,BLK
Interest coverage,30.118,36.341,27.780,27.345,29.658,BLK
Cash flow to debt ratio,0.480,0.294,0.515,0.582,0.607,BLK
Company equity multiplier,3.116,4.050,5.016,5.026,4.929,BLK
Receivables turnover,5.476,5.113,4.584,4.573,5.344,BLK
Payables turnover,0,0,0,6.112,5.413,BLK
Inventory turnover,0,0,0,0,0,BLK
Fixed asset turnover,7.017,8.130,23.796,20.334,22.081,BLK
Asset turnover,0.152,0.127,0.092,0.086,0.089,BLK
Operating cash flow per share,32.838,32.476,24.386,18.412,19.183,BLK
Free cash flow per share,29.307,30.236,23.122,16.790,17.910,BLK
Cash per share,49.138,108.943,56.447,30.828,40.474,BLK
Payout ratio,0.577,0.432,0.458,0.468,0.457,BLK
Operating cash flow sales ratio,0.277,0.255,0.231,0.198,0.217,BLK
Free cash flow operating cash flow ratio,0.892,0.931,0.948,0.912,0.934,BLK
Cash flow coverage ratios,0.480,0.294,0.515,0.582,0.607,BLK
Short term coverage ratios,2.701,0.660,0,0,0,BLK
Capital expenditure coverage ratio,-9.298,-14.499,-19.294,-11.354,-15.074,BLK
Dividend paid and capex coverage ratio,2.017,2.241,1.812,1.566,1.743,BLK
Dividend payout ratio,0.577,0.432,0.458,0.468,0.457,BLK
Price book value ratio,2.833,3.698,3.139,2.347,1.945,BLK
Price to book ratio,2.833,3.698,3.139,2.347,1.945,BLK
Price to sales ratio,5.984,7.194,6.834,5.416,4.435,BLK
Price earnings ratio,20.654,23.620,22.455,17.592,14.627,BLK
Price to free cash flows ratio,24.180,30.281,31.206,29.940,21.933,BLK
Price to operating cash flows ratio,21.579,28.192,29.588,27.304,20.478,BLK
Price cash flow ratio,21.579,28.192,29.588,27.304,20.478,BLK
Price earnings to growth ratio,-1.799,1.145,1.808,2.747,-1.214,BLK
Price sales ratio,5.984,7.194,6.834,5.416,4.435,BLK
Dividend yield,0.028,0.018,0.020,0.027,0.031,BLK
Enterprise value multiple,15.904,18.049,16.872,13.531,10.639,BLK
Price fair value,2.833,3.698,3.139,2.347,1.945,BLK
