,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),BLK,7416.0,9323.0,8664.0,4829.0
Total cash(figures in $M),BLK,7416.0,9323.0,8664.0,4829.0
Net receivables(figures in $M),BLK,3264.0,3789.0,3535.0,3179.0
Total current assets(figures in $M),BLK,16445.0,20193.0,28706.0,23474.0
"Gross property, plant and equipment(figures in $M)",BLK,3937.0,3639.0,1779.0,1595.0
Accumulated depreciation(figures in $M),BLK,-1390.0,-1256.0,-1098.0,-880.0
"Net property, plant and equipment(figures in $M)",BLK,2547.0,2383.0,681.0,715.0
Equity and other investments(figures in $M),BLK,7466.0,7262.0,6919.0,5489.0
Goodwill(figures in $M),BLK,15341.0,15351.0,14551.0,14562.0
Intangible assets(figures in $M),BLK,18302.0,18453.0,18263.0,18369.0
Other long-term assets(figures in $M),BLK,57527.0,89006.0,107862.0,106013.0
Total non-current assets(figures in $M),BLK,101183.0,132455.0,148276.0,145148.0
Total assets(figures in $M),BLK,117628.0,152648.0,176982.0,168622.0
Accounts payable(figures in $M),BLK,0.0,0.0,0.0,1167.0
Total current liabilities(figures in $M),BLK,1294.0,1397.0,1028.0,1167.0
Long-term debt(figures in $M),BLK,6654.0,7446.0,7264.0,4955.0
Deferred tax liabilities(figures in $M),BLK,3381.0,2758.0,3673.0,3734.0
Other long-term liabilities(figures in $M),BLK,63407.0,97331.0,124862.0,121780.0
Total non-current liabilities(figures in $M),BLK,77549.0,112358.0,138298.0,132526.0
Total liabilities(figures in $M),BLK,78843.0,113755.0,139326.0,133693.0
Common stock(figures in $M),BLK,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),BLK,29876.0,27688.0,24334.0,21662.0
Accumulated other comprehensive income(figures in $M),BLK,-1101.0,-550.0,-337.0,-571.0
Total stockholders' equity(figures in $M),BLK,37744.0,37693.0,35283.0,33547.0
Total liabilities and stockholders' equity(figures in $M),BLK,117628.0,152648.0,176982.0,168622.0
