,2022,2021,2020,2019,2018,ticker
Current ratio,1.807,1.576,1.718,1.575,1.837,DOW
Quick ratio,1.027,0.948,1.125,0.931,1.101,DOW
Cash ratio,0.343,0.226,0.459,0.222,0.194,DOW
Days of sales outstanding,49.745,63.441,69.985,64.203,74.976,DOW
Days of inventory outstanding,52.766,60.890,62.402,61.874,70.850,DOW
Operating cycle,102.511,124.331,132.387,126.077,145.826,DOW
Days of payables outstanding,37.302,46.064,41.189,38.723,41.148,DOW
Cash conversion cycle,65.209,78.267,91.198,87.353,104.678,DOW
Gross profit margin,0.151,0.196,0.135,0.147,0.209,DOW
Operating profit margin,0.121,0.162,0.100,0.092,0.126,DOW
Pretax profit margin,0.107,0.148,0.054,-0.029,0.098,DOW
Net profit margin,0.081,0.115,0.032,-0.040,0.075,DOW
Effective tax rate,0.238,0.214,0.375,-0.377,0.217,DOW
Return on assets,0.076,0.100,0.020,-0.028,0.058,DOW
Return on equity,0.221,0.347,0.099,-0.127,0.168,DOW
Return on capital employed,0.139,0.178,0.076,0.080,0.119,DOW
Net income per EBT,0.752,0.775,0.592,1.377,0.760,DOW
Ebt per ebit,0.886,0.917,0.539,-0.314,0.782,DOW
Ebit per revenue,0.121,0.162,0.100,0.092,0.126,DOW
Debt ratio,0.649,0.703,0.788,0.767,0.639,DOW
Debt equity ratio,0.806,0.888,1.531,1.415,0.742,DOW
Long term debt to capitalization,0.431,0.459,0.592,0.567,0.418,DOW
Total debt to capitalization,0.446,0.470,0.605,0.586,0.426,DOW
Interest coverage,10.378,12.150,4.649,4.253,6.770,DOW
Cash flow to debt ratio,0.447,0.434,0.327,0.310,0.196,DOW
Company equity multiplier,2.925,3.468,4.943,4.470,2.884,DOW
Receivables turnover,7.337,5.753,5.215,5.685,4.868,DOW
Payables turnover,9.785,7.924,8.862,9.426,8.870,DOW
Inventory turnover,6.917,5.994,5.849,5.899,5.152,DOW
Fixed asset turnover,2.626,2.502,1.744,1.862,2.547,DOW
Asset turnover,0.939,0.873,0.627,0.710,0.779,DOW
Operating cash flow per share,10.368,9.426,8.408,7.987,5.192,DOW
Free cash flow per share,7.513,6.300,6.535,5.333,1.747,DOW
Cash per share,5.390,4.018,6.893,3.216,3.692,DOW
Payout ratio,0.438,0.328,1.691,-1.214,0.825,DOW
Operating cash flow sales ratio,0.131,0.128,0.162,0.138,0.065,DOW
Free cash flow operating cash flow ratio,0.725,0.668,0.777,0.668,0.336,DOW
Cash flow coverage ratios,0.447,0.434,0.327,0.310,0.196,DOW
Short term coverage ratios,7.394,9.928,6.033,4.112,6.037,DOW
Capital expenditure coverage ratio,-3.632,-3.016,-4.489,-3.010,-1.507,DOW
Dividend paid and capex coverage ratio,-143.750,-27.924,9.102,51.565,3.455,DOW
Dividend payout ratio,0.438,0.328,1.691,-1.214,0.825,DOW
Price book value ratio,1.754,2.322,3.305,3.001,1.126,DOW
Price to book ratio,1.754,2.322,3.305,3.001,1.126,DOW
Price to sales ratio,0.638,0.767,1.066,0.946,0.501,DOW
Price earnings ratio,7.929,6.683,33.549,-23.667,6.713,DOW
Price to free cash flows ratio,6.707,9.003,8.493,10.262,23.055,DOW
Price to operating cash flows ratio,4.860,6.018,6.601,6.853,7.756,DOW
Price cash flow ratio,4.860,6.018,6.601,6.853,7.756,DOW
Price earnings to growth ratio,-0.316,0.016,0.196,0.171,0.008,DOW
Price sales ratio,0.638,0.767,1.066,0.946,0.501,DOW
Dividend yield,0.055,0.049,0.050,0.051,0.123,DOW
Enterprise value multiple,5.105,4.719,8.191,8.315,4.636,DOW
Price fair value,1.754,2.322,3.305,3.001,1.126,DOW
