,2022,2021,2020,2019,2018,ticker
Current ratio,1.747,1.680,2.135,1.876,1.547,QCOM
Quick ratio,1.013,1.338,1.755,1.649,1.334,QCOM
Cash ratio,0.234,0.595,0.773,1.325,1.048,QCOM
Days of sales outstanding,46.599,38.918,62.092,37.157,46.629,QCOM
Days of inventory outstanding,124.200,82.613,102.460,59.426,60.323,QCOM
Operating cycle,170.799,121.531,164.553,96.583,106.951,QCOM
Days of payables outstanding,74.351,70.379,88.657,58.067,65.026,QCOM
Cash conversion cycle,96.448,51.152,75.896,38.515,41.925,QCOM
Gross profit margin,0.578,0.575,0.607,0.646,0.549,QCOM
Operating profit margin,0.359,0.292,0.266,0.316,0.033,QCOM
Pretax profit margin,0.339,0.306,0.243,0.308,0.023,QCOM
Net profit margin,0.293,0.269,0.221,0.181,-0.214,QCOM
Effective tax rate,0.134,0.120,0.091,0.414,10.481,QCOM
Return on assets,0.264,0.219,0.146,0.133,-0.149,QCOM
Return on equity,0.718,0.909,0.855,0.893,-5.241,QCOM
Return on capital employed,0.427,0.334,0.232,0.319,0.035,QCOM
Net income per EBT,0.863,0.880,0.909,0.586,-9.481,QCOM
Ebt per ebit,0.946,1.050,0.914,0.976,0.691,QCOM
Ebit per revenue,0.359,0.292,0.266,0.316,0.033,QCOM
Debt ratio,0.632,0.759,0.829,0.851,0.972,QCOM
Debt equity ratio,0.859,1.582,2.588,3.246,17.640,QCOM
Long term debt to capitalization,0.429,0.579,0.715,0.732,0.943,QCOM
Total debt to capitalization,0.462,0.613,0.721,0.764,0.946,QCOM
Interest coverage,32.367,17.512,10.390,12.228,0.966,QCOM
Cash flow to debt ratio,0.588,0.669,0.370,0.457,0.238,QCOM
Company equity multiplier,2.721,4.145,5.857,6.714,35.222,QCOM
Receivables turnover,7.833,9.379,5.878,9.823,7.828,QCOM
Payables turnover,4.909,5.186,4.117,6.286,5.613,QCOM
Inventory turnover,2.939,4.418,3.562,6.142,6.051,QCOM
Fixed asset turnover,8.553,7.363,6.341,7.878,7.641,QCOM
Asset turnover,0.902,0.814,0.661,0.737,0.695,QCOM
Operating cash flow per share,8.100,9.316,5.122,6.021,2.662,QCOM
Free cash flow per share,6.085,7.646,3.883,5.288,2.126,QCOM
Cash per share,5.683,10.976,9.880,10.132,8.262,QCOM
Payout ratio,0.248,0.333,0.554,0.677,-0.713,QCOM
Operating cash flow sales ratio,0.206,0.314,0.247,0.300,0.171,QCOM
Free cash flow operating cash flow ratio,0.751,0.821,0.758,0.878,0.799,QCOM
Cash flow coverage ratios,0.588,0.669,0.370,0.457,0.238,QCOM
Short term coverage ratios,4.677,5.155,11.628,2.919,3.876,QCOM
Capital expenditure coverage ratio,-4.021,-5.581,-4.132,-8.214,-4.968,QCOM
Dividend paid and capex coverage ratio,9.575,9.407,3.942,3.501,1.452,QCOM
Dividend payout ratio,0.248,0.333,0.554,0.677,-0.713,QCOM
Price book value ratio,7.465,15.172,22.127,18.802,114.455,QCOM
Price to book ratio,7.465,15.172,22.127,18.802,114.455,QCOM
Price to sales ratio,3.042,4.498,5.714,3.803,4.672,QCOM
Price earnings ratio,10.395,16.694,25.868,21.044,-21.837,QCOM
Price to free cash flows ratio,19.676,17.457,30.511,14.424,34.141,QCOM
Price to operating cash flows ratio,14.783,14.329,23.128,12.668,27.269,QCOM
Price cash flow ratio,14.783,14.329,23.128,12.668,27.269,QCOM
Price earnings to growth ratio,0.235,0.224,0.988,0.101,0.073,QCOM
Price sales ratio,3.042,4.498,5.714,3.803,4.672,QCOM
Dividend yield,0.024,0.020,0.021,0.032,0.033,QCOM
Enterprise value multiple,8.379,14.035,18.761,10.630,38.989,QCOM
Price fair value,7.465,15.172,22.127,18.802,114.455,QCOM
