,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),QCOM,42958.0,44200.0,33566.0,23531.0,24273.0
Cost of revenue(figures in $M),QCOM,18376.0,18635.0,14262.0,9255.0,8599.0
Gross profit(figures in $M),QCOM,24582.0,25565.0,19304.0,14276.0,15674.0
Research development(figures in $M),QCOM,8515.0,8194.0,7176.0,5975.0,5398.0
Selling general and administrative(figures in $M),QCOM,2585.0,2570.0,2339.0,2074.0,2195.0
Total operating expenses(figures in $M),QCOM,10121.0,9705.0,9515.0,8021.0,8007.0
Operating income or loss(figures in $M),QCOM,14461.0,15860.0,9789.0,6255.0,7667.0
Interest expense(figures in $M),QCOM,521.0,490.0,559.0,602.0,627.0
Total other income/expenses net(figures in $M),QCOM,-565.0,-463.0,1044.0,66.0,441.0
Income before tax(figures in $M),QCOM,13504.0,14998.0,10274.0,5719.0,7481.0
Income tax expense(figures in $M),QCOM,1644.0,2012.0,1231.0,521.0,3095.0
Income from continuing operations(figures in $M),QCOM,11860.0,12986.0,9043.0,5198.0,4386.0
Net income(figures in $M),QCOM,11772.0,12936.0,9043.0,5198.0,4386.0
Net income available to common shareholders(figures in $M),QCOM,11772.0,12936.0,9043.0,5198.0,4386.0
Basic EPS(figures in $M),QCOM,,1.152e-05,7.99e-06,4.58e-06,3.63e-06
Diluted EPS(figures in $M),QCOM,,1.137e-05,7.870000000000001e-06,4.52e-06,3.59e-06
Basic average shares(figures in $M),QCOM,,1123.0,1131.0,1135.0,1210.0
Diluted average shares(figures in $M),QCOM,,1137.0,1149.0,1149.0,1220.0
EBITDA(figures in $M),QCOM,,17250.0,12415.0,7714.0,9509.0
