,2023,2022,2021,2020,2019,ticker
Current ratio,1.361,1.485,1.732,1.551,2.390,ANF
Quick ratio,0.690,0.879,1.239,0.922,1.425,ANF
Cash ratio,0.574,0.811,1.152,0.823,1.294,ANF
Days of sales outstanding,10.316,6.793,9.793,8.085,7.433,ANF
Days of inventory outstanding,115.836,137.025,119.496,107.685,111.751,ANF
Operating cycle,126.152,143.818,129.289,115.770,119.184,ANF
Days of payables outstanding,59.312,97.669,85.587,54.526,57.902,ANF
Cash conversion cycle,66.840,46.149,43.702,61.244,61.283,ANF
Gross profit margin,0.569,0.623,0.605,0.594,0.602,ANF
Operating profit margin,-0.007,0.057,-0.036,-0.018,0.035,ANF
Pretax profit margin,0.018,0.083,-0.016,0.017,0.032,ANF
Net profit margin,0.003,0.071,-0.035,0.011,0.021,ANF
Effective tax rate,0.845,0.126,-1.235,0.279,0.323,ANF
Return on assets,0.004,0.089,-0.033,0.011,0.031,ANF
Return on equity,0.015,0.318,-0.116,0.037,0.062,ANF
Return on capital employed,-0.014,0.110,-0.048,-0.024,0.070,ANF
Net income per EBT,0.155,0.851,2.235,0.631,0.641,ANF
Ebt per ebit,-2.621,1.463,0.428,-0.955,0.914,ANF
Ebit per revenue,-0.007,0.057,-0.036,-0.018,0.035,ANF
Debt ratio,0.740,0.715,0.714,0.699,0.489,ANF
Debt equity ratio,1.762,1.481,1.655,1.669,0.245,ANF
Long term debt to capitalization,0.592,0.548,0.582,0.584,0.197,ANF
Total debt to capitalization,0.638,0.597,0.623,0.625,0.197,ANF
Interest coverage,-0.997,6.190,-4.025,-8.438,5.589,ANF
Cash flow to debt ratio,-0.002,0.224,0.261,0.170,1.189,ANF
Company equity multiplier,3.905,3.558,3.539,3.357,1.973,ANF
Receivables turnover,35.383,53.729,37.270,45.147,49.104,ANF
Payables turnover,6.154,3.737,4.265,6.694,6.304,ANF
Inventory turnover,3.151,2.664,3.054,3.390,3.266,ANF
Fixed asset turnover,2.900,3.077,2.164,1.911,5.167,ANF
Asset turnover,1.363,1.263,0.943,1.019,1.505,ANF
Operating cash flow per share,-0.047,4.597,6.473,4.667,5.240,ANF
Free cash flow per share,-3.318,2.970,4.844,1.520,2.978,ANF
Cash per share,10.289,13.812,17.663,10.419,10.737,ANF
Payout ratio,0,0,-0.115,1.309,0.721,ANF
Operating cash flow sales ratio,-0.001,0.074,0.130,0.083,0.098,ANF
Free cash flow operating cash flow ratio,71.237,0.646,0.748,0.326,0.568,ANF
Cash flow coverage ratios,-0.002,0.224,0.261,0.170,1.189,ANF
Short term coverage ratios,-0.011,1.230,1.627,1.063,0,ANF
Capital expenditure coverage ratio,0.014,-2.825,-3.973,-1.483,-2.316,ANF
Dividend paid and capex coverage ratio,0.014,-2.825,-4.532,-1.988,-3.577,ANF
Dividend payout ratio,0,0,-0.115,1.309,0.721,ANF
Price book value ratio,1.977,2.633,1.541,0.995,1.191,ANF
Price to book ratio,1.977,2.633,1.541,0.995,1.191,ANF
Price to sales ratio,0.372,0.586,0.462,0.291,0.401,ANF
Price earnings ratio,132.295,8.268,-13.245,26.781,19.308,ANF
Price to free cash flows ratio,-8.231,12.285,4.762,10.766,7.177,ANF
Price to operating cash flows ratio,-586.378,7.937,3.564,3.505,4.078,ANF
Price cash flow ratio,-586.378,7.937,3.564,3.505,4.078,ANF
Price earnings to growth ratio,-1.389,0.023,0.034,-0.595,0.019,ANF
Price sales ratio,0.372,0.586,0.462,0.291,0.401,ANF
Dividend yield,0,0,0.009,0.049,0.037,ANF
Enterprise value multiple,19.502,7.250,35.994,19.847,3.237,ANF
Price fair value,1.977,2.633,1.541,0.995,1.191,ANF
