,ticker,ttm,2022-08-31,2021-08-31,2020-08-31,2019-08-31
Total revenue(figures in $M),COST,234390.0,226954.0,195929.0,166761.0,152703.0
Cost of revenue(figures in $M),COST,206105.0,199382.0,170684.0,144939.0,132886.0
Gross profit(figures in $M),COST,28285.0,27572.0,25245.0,21822.0,19817.0
Selling general and administrative(figures in $M),COST,20343.0,19779.0,18461.0,16332.0,14994.0
Total operating expenses(figures in $M),COST,20343.0,19779.0,18537.0,16387.0,15080.0
Operating income or loss(figures in $M),COST,7942.0,7793.0,6708.0,5435.0,4737.0
Interest expense(figures in $M),COST,151.0,158.0,171.0,160.0,150.0
Total other income/expenses net(figures in $M),COST,62.0,106.0,56.0,7.0,27.0
Income before tax(figures in $M),COST,8096.0,7840.0,6680.0,5367.0,4765.0
Income tax expense(figures in $M),COST,2016.0,1925.0,1601.0,1308.0,1061.0
Income from continuing operations(figures in $M),COST,6080.0,5915.0,5079.0,4059.0,3704.0
Net income(figures in $M),COST,6051.0,5844.0,5007.0,4002.0,3659.0
Net income available to common shareholders(figures in $M),COST,6051.0,5844.0,5007.0,4002.0,3659.0
Basic EPS(figures in $M),COST,,1.317e-05,1.13e-05,9.050000000000001e-06,8.32e-06
Diluted EPS(figures in $M),COST,,1.3140000000000001e-05,1.1269999999999999e-05,9.02e-06,8.26e-06
Basic average shares(figures in $M),COST,,443.651,443.089,442.297,439.755
Diluted average shares(figures in $M),COST,,444.757,444.346,443.901,442.923
EBITDA(figures in $M),COST,,7998.0,6851.0,5527.0,4915.0
